trial_dir,config_label,chunked_prefill,max_num_batched_tokens,replicate,trial_kind,background_concurrency,interferer_input_tokens,interferer_count,baseline_window_s,impact_window_s,baseline_gap_count,impact_gap_count,baseline_gap_p95_ms,baseline_gap_p99_ms,impact_gap_p95_ms,impact_gap_p99_ms,impact_gap_max_ms,p95_stall_ratio,p99_stall_ratio,background_event_rate_baseline_s,background_event_rate_impact_s,background_event_rate_ratio,long_ttft_p50_ms,long_ttft_p95_ms,long_e2e_p50_ms,impact_max_running,impact_max_waiting,impact_max_kv_usage,preemptions_delta,completed_background_requests,event_token_delta_min,event_token_delta_max
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_2048/inject_24576,on_2048,1,2048,4,inject,64,24576,1,4.0,1.0656883176416159,36893,1266,10.062968358397484,11.374469734728343,103.17958146333694,103.68760991841549,104.3882304802537,10.25339420621692,9.115819228199992,9207.25,1127.90952110655,0.12250232383247442,1064.8802649229765,1064.8802649229765,1250.7153423503041,65.0,0.0,0.07886300491558029,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_2048/inject_8192,on_2048,1,2048,4,inject,64,8192,1,4.0,0.307415590621531,37257,652,10.14704555273056,11.310932040214542,69.75660850293934,70.2202535327524,70.24209946393967,6.874573307120702,6.208175708517516,9298.25,1912.7201675464316,0.20570754362879376,306.9396922364831,306.9396922364831,445.34143153578043,65.0,0.0,0.07241366305017416,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_32768/control,on_32768,1,32768,4,control,64,16384,1,4.0,2.005363763310015,36978,17152,12.031372543424368,16.45811835303907,11.207857681438325,17.463409481570125,19.452008418738842,0.9315527086362123,1.0610817778172936,9228.5,8521.147291399579,0.9233512804247255,,,,64.0,0.0,0.07766789744119396,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_32768/inject_16384,on_32768,1,32768,4,inject,64,16384,1,4.0,0.49823046661913395,37137,762,11.725335009396076,15.782951489090912,401.2463462073356,401.4329857006669,401.53809264302254,34.22045902192113,25.434595422670792,9268.25,1400.958084190338,0.15115669993691777,497.43990413844585,497.43990413844585,655.152752995491,65.0,0.0,0.07726122543830205,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_32768/inject_24576,on_32768,1,32768,4,inject,64,24576,1,4.0,0.7501321053132415,36828,426,11.48268231190741,15.466826558113132,693.5689467936754,693.6210638377815,693.6504859477282,60.401300667741396,44.845725865720155,9191.0,482.58166453072346,0.05250589321409242,749.4957754388452,749.4957754388452,935.3851126506925,65.0,0.0,0.08055978723953627,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_32768/inject_8192,on_32768,1,32768,4,inject,64,8192,1,4.0,0.20971606951206923,37259,330,11.724996007978914,15.810056421905749,175.8305667899549,176.36133547872305,176.42590310424566,14.996215492977685,11.155009872979592,9298.75,1268.3815819115932,0.13640345013164062,209.32753663510084,209.32753663510084,345.9175154566765,65.0,0.0,0.07405949030442305,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_4096/control,on_4096,1,4096,4,control,64,16384,1,4.0,2.002774237655103,36836,17344,12.965983944013715,15.970526356250051,9.96970566920936,10.653752349317074,13.137685135006905,0.7689123873867119,0.6670883671374886,9193.0,8628.031894514403,0.9385436630604158,,,,64.0,0.0,0.07374989767453577,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_4096/inject_16384,on_4096,1,4096,4,inject,64,16384,1,4.0,0.5540976524353027,36988,768,10.085752094164496,11.605402724817385,146.1100600194186,146.37403638102114,146.4050877839327,14.486778839622307,12.612577077399473,9231.0,1270.5341683110632,0.13763776062301628,553.3165894448757,553.3165894448757,719.3569401279092,65.0,0.0,0.0756704679264768,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_4096/inject_24576,on_4096,1,4096,4,inject,64,24576,1,4.0,0.9019653694704175,37120,785,9.888422582298514,10.524629894644018,181.17829281836748,181.41841672360897,181.4617346972227,18.322264376392933,17.23751034855228,9264.0,799.3655016082602,0.08628729507861185,901.3593560084701,901.3593560084701,1090.7646976411343,65.0,0.0,0.07864892605489682,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_4096/inject_8192,on_4096,1,4096,4,inject,64,8192,1,4.0,0.25703215692192316,37289,503,10.192148573696613,11.159564554691315,110.41866689920425,110.749152880162,110.79267226159573,10.833698714338528,9.924146442936674,9306.25,1707.9574993931672,0.18352800530752636,256.6052619367838,256.6052619367838,392.67092384397984,65.0,0.0,0.07254717991020543,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_512/control,on_512,1,512,4,control,64,16384,1,4.0,2.001778978854418,37072,17024,11.388758523389697,16.885205022990725,13.337086001411079,18.068583067506573,27.240552008152008,1.1710746148511268,1.0700837237631744,9252.0,8472.463832998139,0.9157440372890336,,,,64.0,0.0,0.07470358956333989,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_512/inject_16384,on_512,1,512,4,inject,64,16384,1,4.0,1.297010692767799,36532,2787,11.976723000407215,18.42863930389285,46.97887543588876,54.027495328336954,54.076651111245155,3.922514984632395,2.931713754738486,9117.0,2099.442984690561,0.23027783094116058,1296.4549539610744,1296.4549539610744,1464.5011303946376,65.0,0.0,0.07505507679368328,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_512/inject_24576,on_512,1,512,4,inject,64,24576,1,4.0,2.166058238595724,37258,4284,12.289311597123742,16.08850064687431,53.68290496990085,58.421411253511906,59.00225322693586,4.3682597308758195,3.6312526900921673,9298.5,1948.2393985564606,0.209521901226699,2165.2948185801506,2165.2948185801506,2344.473016448319,65.0,0.0,0.07882101140450526,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_512/inject_8192,on_512,1,512,4,inject,64,8192,1,4.0,0.5998074477538466,37018,1573,11.597369704395534,18.47315456718208,40.1159081608057,40.63177555799484,40.70641752332449,3.4590522836916477,2.199503902283045,9238.5,2515.8073739345673,0.27231773274174026,599.3507970124483,599.3507970124483,733.0046277493238,65.0,0.0,0.07143977956729408,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_8192/control,on_8192,1,8192,4,control,64,16384,1,4.0,2.002901377156377,37434,17024,10.20173947326839,11.562027959153056,9.892880590632556,11.618913207203157,13.66037130355835,0.969724880404451,1.0049200060967738,9342.5,8467.715981142812,0.9063651036813285,,,,64.0,0.0,0.07601238233621832,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_8192/inject_16384,on_8192,1,8192,4,inject,64,16384,1,4.0,0.5033832415938377,37192,563,10.549875861033797,11.76168244332075,250.18631080165505,250.41858760640025,250.45299343764782,23.714621299547588,21.29105158323744,9282.0,991.292436395063,0.10679728898891004,502.50109657645226,502.50109657645226,661.5056442096829,65.0,0.0,0.07560806115357888,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_8192/inject_24576,on_8192,1,8192,4,inject,64,24576,1,4.0,0.8546929899603128,36950,830,11.03337570093572,15.009393887594348,314.86246697604656,316.46386817097664,316.80810917168856,28.537274131736826,21.0843869206832,9221.5,896.2282468650747,0.0971889873518489,853.8013296201825,853.8013296201825,1036.7453610524535,65.0,0.0,0.07924695179733399,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_4/on_8192/inject_8192,on_8192,1,8192,4,inject,64,8192,1,4.0,0.23917495738714933,37376,484,10.049832751974463,11.099372059106827,166.82501314207911,167.33769816346467,167.37415548413992,16.599780042041342,15.076321189374603,9328.0,1756.0366879052124,0.18825436191093614,238.47379442304373,238.47379442304373,377.67956871539354,65.0,0.0,0.07277781287510265,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/off_32768/control,off_32768,0,32768,5,control,64,16384,1,4.0,2.001848899759352,37051,17088,11.000233702361584,15.088420361280441,11.720289895310998,15.486304899677643,24.00751318782568,1.0654582631998835,1.0263701917676051,9246.75,8504.138350325293,0.9196894422716406,,,,64.0,0.0,0.07766789744119396,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/off_32768/inject_16384,off_32768,0,32768,5,inject,64,16384,1,4.0,0.4762471579015255,37151,587,11.02351676672697,17.411728389561176,410.58277785778046,410.897283218801,410.9892714768648,37.246079136657215,23.598879676135173,9271.75,1098.1692831606183,0.11844250364393111,474.50641356408596,474.50641356408596,629.1015539318323,65.0,0.0,0.077674352552351,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/off_32768/inject_24576,off_32768,0,32768,5,inject,64,24576,1,4.0,0.758637398481369,36692,479,11.80284423753619,17.887756982818242,699.9087772332132,700.9354787692428,701.2026701122522,59.30000965422527,39.18520804159591,9157.0,547.0334059864988,0.05973936944266668,757.8956484794617,757.8956484794617,943.169366568327,65.0,0.0,0.08055978723953627,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/off_32768/inject_8192,off_32768,0,32768,5,inject,64,8192,1,4.0,0.22166225966066122,36999,450,11.626521777361631,16.502448823302974,166.6647317353636,166.9891621172428,167.0129457488656,14.334874601953766,10.119053475350809,9233.75,1741.388004394255,0.18858946846018734,220.39297316223383,220.39297316223383,362.86624427884817,65.0,0.0,0.07394975341475385,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_1024/control,on_1024,1,1024,5,control,64,16384,1,4.0,2.0047052102163434,37117,16896,10.862884111702442,16.842901483177858,12.841845629736781,16.82704808190464,19.288028590381145,1.1821764365416023,0.9990587487975838,9263.25,8396.24694654409,0.9064040100984093,,,,64.0,0.0,0.07521959979154502,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_1024/inject_16384,on_1024,1,1024,5,inject,64,16384,1,4.0,0.8764506932348013,37250,1564,11.160533223301146,16.02339117787779,58.38202624581754,60.59664495289326,61.48089002817869,5.23111441699995,3.7817615684596264,9296.5,1711.448244126324,0.18409597634876823,875.818520784378,875.818520784378,1033.4468632936478,65.0,0.0,0.07584119748598261,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_1024/inject_24576,on_1024,1,1024,5,inject,64,24576,1,4.0,1.4261747933924198,36923,2171,13.934727292507887,16.372642442584038,67.9036071524024,69.0062491223216,69.5271110162139,4.8729771115729905,4.214728890850351,9214.75,1477.3785161271235,0.16032757439183087,1425.524647347629,1425.524647347629,1610.7941968366504,65.0,0.0,0.07905592495620561,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_1024/inject_8192,on_1024,1,1024,5,inject,64,8192,1,4.0,0.40974434465169907,37118,1026,11.3726899959147,16.935803890228275,50.23408564738929,51.145288394764066,51.17727071046829,4.417080362291982,3.019950439097502,9263.5,2347.8054366259594,0.2534469084715237,409.09441839903593,409.09441839903593,550.034686923027,65.0,0.0,0.0719546422045998,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_16384/control,on_16384,1,16384,5,control,64,16384,1,4.0,2.0019451761618257,37055,17024,11.854242812842127,16.972740013152347,11.341195786371825,14.85257258638758,27.663479559123516,0.956720388255039,0.8750839625704614,9247.75,8471.760466745694,0.9160888288227617,,,,64.0,0.0,0.07655599811664104,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_16384/inject_16384,on_16384,1,16384,5,inject,64,16384,1,4.0,0.478356976993382,36884,474,11.10229012556374,15.084582818672061,394.1605740226805,395.0640208646655,395.2379450201988,35.50263680419415,26.189920239335073,9205.0,857.1004913045772,0.09311249226557058,477.7511451393366,477.7511451393366,638.7628894299269,65.0,0.0,0.07630785284349029,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_16384/inject_24576,on_16384,1,16384,5,inject,64,24576,1,4.0,0.7857876839116216,37176,553,10.660566156730056,14.124995796009898,395.01829221844673,395.2305079624057,395.268302410841,37.05415701295284,27.980929245589753,9278.0,622.3055031427527,0.06707323810549178,785.0550813600421,785.0550813600421,968.2229869067669,65.0,0.0,0.07941285010752963,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_16384/inject_8192,on_16384,1,16384,5,inject,64,8192,1,4.0,0.22080616280436516,36659,435,11.889250576496124,15.562620311975477,167.08714300766587,167.50923102721572,167.60724782943726,14.05363121355863,10.76356215529572,9148.75,1680.2067265156315,0.18365423981589085,220.0561473146081,220.0561473146081,353.71321346610785,65.0,0.0,0.07289108331318483,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_2048/control,on_2048,1,2048,5,control,64,16384,1,4.0,2.0109692169353366,37024,17024,11.574241518974302,18.25328547507524,12.865573633462189,17.914014933630828,27.96931564807892,1.1115694805893703,0.9814131794570525,9240.0,8433.744215063913,0.9127428804181723,,,,64.0,0.0,0.07563204807462631,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_2048/inject_16384,on_2048,1,2048,5,inject,64,16384,1,4.0,0.6566978273913264,37208,1114,12.452931422740225,18.62568844109774,93.30233898945153,93.70738558471203,94.03087943792343,7.492399646485861,5.031083059348608,9286.0,1598.9088987411933,0.17218489109855625,655.978349968791,655.978349968791,818.8877254724503,65.0,0.0,0.07563204807462631,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_2048/inject_24576,on_2048,1,2048,5,inject,64,24576,1,4.0,1.0642626211047173,36916,1157,11.933233588933945,19.758765678852726,103.69473118335009,105.16047570854427,105.6053452193737,8.689575244677135,5.322218878332804,9213.0,1027.0021499631857,0.11147315206373448,1063.5801330208778,1063.5801330208778,1257.0337215438485,65.0,0.0,0.07885043309907847,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_2048/inject_8192,on_2048,1,2048,5,inject,64,8192,1,4.0,0.3151676468551159,36665,739,12.172963283956047,18.141376189887538,69.49222618713975,70.58562004938722,71.03167939931154,5.7087353807047485,3.8908635877764017,9150.25,2141.7172947015747,0.2340610687906423,314.289640635252,314.289640635252,452.2888893261552,65.0,0.0,0.0721999421696441,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_32768/control,on_32768,1,32768,5,control,64,16384,1,4.0,2.0051784738898277,37188,17088,11.372357048094274,15.85937203839421,13.10379239730537,16.897710952907808,20.220397971570492,1.152249471405863,1.065471628510881,9281.0,8490.017333457254,0.914773982701999,,,,64.0,0.0,0.07766789744119396,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_32768/inject_16384,on_32768,1,32768,5,inject,64,16384,1,4.0,0.4807988749817014,36973,631,11.149648763239384,14.725631400942802,403.2542072236538,403.63176111131907,403.66087574511766,36.16743592436661,27.410149698944434,9227.25,1179.28728519088,0.1278048481607066,479.9788575619459,479.9788575619459,630.9545170515776,65.0,0.0,0.07748715432879749,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_32768/inject_24576,on_32768,1,32768,5,inject,64,24576,1,4.0,0.7505800509825349,37052,475,11.2071975134313,16.103529734537,697.046787943691,697.6184645108879,697.8077925741673,62.19635079227552,43.32084182852881,9247.0,547.5765036147536,0.059216665255191266,749.8902697116137,749.8902697116137,936.7847749963403,65.0,0.0,0.08055978723953627,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_32768/inject_8192,on_32768,1,32768,5,inject,64,8192,1,4.0,0.21473542973399162,36598,393,11.879220092669135,17.14956416748464,177.7728170156479,177.88249485194683,177.9210865497589,14.965024271698987,10.3724207282894,9133.5,1532.11792021259,0.16774707617152132,214.21639993786812,214.21639993786812,352.1361080929637,65.0,0.0,0.07395620852591078,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_4096/control,on_4096,1,4096,5,control,64,16384,1,4.0,2.0003941198810935,36931,16958,11.951609048992395,16.83410564437503,12.402501609176397,17.291615540161732,21.33358921855688,1.0377265151776376,1.027177558787602,9216.75,8445.335762636718,0.9163030094812942,,,,64.0,0.0,0.07576492220116238,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_4096/inject_16384,on_4096,1,4096,5,inject,64,16384,1,4.0,0.5487638935446739,36648,708,12.354535330086948,16.793929962441318,140.43458783999085,142.00554259121418,145.03752533346415,11.367047330221403,8.455766036228662,9146.0,1173.5465973174,0.1283125516419637,548.1834076344967,548.1834076344967,714.1910763457417,65.0,0.0,0.07576492220116238,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_4096/inject_24576,on_4096,1,4096,5,inject,64,24576,1,4.0,0.9066293304786086,36715,825,12.795113585889325,17.187711764127016,188.56085743755102,188.99787489324808,189.29643649607897,14.736942831480546,10.996104512743294,9162.75,839.3728003463874,0.09160708306418787,906.1045916751027,906.1045916751027,1089.4907657057047,65.0,0.0,0.07876227118451962,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_4096/inject_8192,on_4096,1,4096,5,inject,64,8192,1,4.0,0.2614599224179983,36950,519,12.141890591010448,16.426758822053785,115.33140996471047,115.46272475272417,115.51163997501135,9.498636896802461,7.0289413756844965,9221.5,1740.2284671093394,0.18871425116405566,260.94750594347715,260.94750594347715,399.1470895707607,65.0,0.0,0.07208750244006878,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_512/control,on_512,1,512,5,control,64,16384,1,4.0,2.0002070339396596,37335,17088,11.309179197996853,14.12682298570871,12.274637818336487,19.830743288621345,44.54895481467247,1.0853694687684001,1.4037652562563403,9317.75,8511.118954755942,0.9134307053479588,,,,64.0,0.0,0.07463454742880815,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_512/inject_16384,on_512,1,512,5,inject,64,16384,1,4.0,1.3177668722346425,37175,2980,11.038732901215546,16.739055085927347,42.46059260331094,47.753386171534665,48.336331732571125,3.8465096477364114,2.8528125349011666,9277.75,2212.8345016407234,0.23850982206253923,1317.225900478661,1317.225900478661,1475.3561103716493,65.0,0.0,0.0752622031972785,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_512/inject_24576,on_512,1,512,5,inject,64,24576,1,4.0,2.1600503837689757,37095,4029,11.586018092930317,16.28950819373129,49.727869778871536,58.70596695691347,60.04365812987089,4.2920587021364165,3.6039127921311556,9257.75,1835.605331150493,0.1982776950285429,2158.833588473499,2158.833588473499,2344.6156345307827,65.0,0.0,0.07903441436578518,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_512/inject_8192,on_512,1,512,5,inject,64,8192,1,4.0,0.6235610507428646,37114,1699,11.212069494649768,15.457721501588821,37.50487016513944,37.68166745081544,38.75497356057167,3.3450443901579634,2.437724566776697,9262.5,2622.036764567289,0.2830808922609759,622.4345760419965,622.4345760419965,746.1702758446336,65.0,0.0,0.0714648857980329,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_8192/control,on_8192,1,8192,5,control,64,16384,1,4.0,2.0019546318799257,37219,17022,10.821408778429031,14.047312587499615,12.321993336081501,17.760349335148938,21.171451546251774,1.1386681335468702,1.2643236366045894,9288.75,8470.721428924528,0.9119334064243872,,,,64.0,0.0,0.07601238233621832,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_8192/inject_16384,on_8192,1,8192,5,inject,64,16384,1,4.0,0.5165839465335011,37159,583,11.402826476842165,15.339047051966183,248.66036754101515,249.51293045654893,250.18467754125595,21.80690621277241,16.266520965170777,9273.75,1004.6769813168055,0.10833556881701636,515.9085020422935,515.9085020422935,668.9791353419423,65.0,0.0,0.07596184218838842,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_8192/inject_24576,on_8192,1,8192,5,inject,64,24576,1,4.0,0.8403754904866219,36883,688,11.093933228403332,14.976994600147009,315.2925927191973,315.8010096475482,315.9534567967057,28.420271352631445,21.085739701371622,9204.75,742.5252248119124,0.08066761452640347,839.7189313545823,839.7189313545823,1028.8181249052286,65.0,0.0,0.07901320361362052,0.0,0,,
results/s8/raw/interference_formal/20260908T144356Z/block_5/on_8192/inject_8192,on_8192,1,8192,5,inject,64,8192,1,4.0,0.2688479172065854,36940,662,11.615760438144198,14.684339882805949,164.3937218468636,165.50015388987958,166.04273673146963,14.152643963543046,11.270520514419957,9219.0,2224.3058685870005,0.24127409356622198,268.08351557701826,268.08351557701826,394.1897274926305,65.0,0.0,0.07237349169246321,0.0,0,,
