timestamp, utilization.gpu [%], memory.used [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/09/10 04:40:56.285, 19 %, 579 MiB, 58, 118.55 W, 1410 MHz, 1512 MHz
2026/09/10 04:40:58.286, 0 %, 793 MiB, 58, 117.61 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:00.287, 0 %, 793 MiB, 57, 117.31 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:02.288, 23 %, 759 MiB, 58, 118.30 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:04.289, 0 %, 609 MiB, 59, 119.34 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:06.290, 0 %, 609 MiB, 58, 118.00 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:08.290, 0 %, 609 MiB, 57, 117.61 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:10.292, 14 %, 649 MiB, 58, 118.13 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:12.293, 0 %, 761 MiB, 57, 117.26 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:14.294, 0 %, 761 MiB, 57, 116.85 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:16.296, 19 %, 611 MiB, 58, 118.58 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:18.297, 53 %, 611 MiB, 60, 119.69 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:20.298, 0 %, 613 MiB, 58, 117.64 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:22.299, 12 %, 611 MiB, 59, 209.75 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:24.300, 0 %, 765 MiB, 57, 117.11 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:26.301, 37 %, 763 MiB, 63, 276.24 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:28.301, 0 %, 613 MiB, 60, 120.17 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:30.302, 26 %, 629 MiB, 61, 170.36 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:32.304, 0 %, 0 MiB, 60, 119.78 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:34.334, 0 %, 0 MiB, 56, 62.67 W, 495 MHz, 1512 MHz
2026/09/10 04:41:36.335, 0 %, 4 MiB, 53, 56.12 W, 210 MHz, 1512 MHz
2026/09/10 04:41:38.336, 0 %, 4 MiB, 51, 54.83 W, 210 MHz, 1512 MHz
2026/09/10 04:41:40.337, 0 %, 4 MiB, 49, 54.23 W, 210 MHz, 1512 MHz
2026/09/10 04:41:42.338, 0 %, 4 MiB, 48, 53.75 W, 210 MHz, 1512 MHz
2026/09/10 04:41:44.339, 0 %, 4 MiB, 47, 53.37 W, 210 MHz, 1512 MHz
2026/09/10 04:41:46.340, 0 %, 4 MiB, 47, 52.98 W, 210 MHz, 1512 MHz
2026/09/10 04:41:48.341, 0 %, 513 MiB, 49, 105.93 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:50.342, 0 %, 513 MiB, 51, 108.50 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:52.343, 0 %, 513 MiB, 51, 108.99 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:54.344, 0 %, 513 MiB, 52, 109.18 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:56.345, 0 %, 513 MiB, 52, 109.39 W, 1410 MHz, 1512 MHz
2026/09/10 04:41:58.347, 0 %, 513 MiB, 52, 109.59 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:00.348, 0 %, 513 MiB, 52, 109.59 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:02.351, 0 %, 513 MiB, 52, 108.21 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:04.352, 0 %, 513 MiB, 52, 109.79 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:06.354, 0 %, 513 MiB, 52, 108.31 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:08.354, 0 %, 593 MiB, 52, 110.24 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:10.357, 1 %, 593 MiB, 52, 108.82 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:12.359, 0 %, 811 MiB, 52, 110.11 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:14.361, 0 %, 811 MiB, 52, 110.11 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:16.362, 0 %, 811 MiB, 52, 108.53 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:18.362, 11 %, 0 MiB, 52, 111.99 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:20.363, 0 %, 0 MiB, 51, 57.62 W, 360 MHz, 1512 MHz
2026/09/10 04:42:22.364, 0 %, 0 MiB, 47, 53.37 W, 210 MHz, 1512 MHz
2026/09/10 04:42:24.365, 0 %, 0 MiB, 46, 52.87 W, 210 MHz, 1512 MHz
2026/09/10 04:42:26.366, 0 %, 0 MiB, 45, 52.38 W, 210 MHz, 1512 MHz
2026/09/10 04:42:28.367, 0 %, 0 MiB, 44, 52.17 W, 210 MHz, 1512 MHz
2026/09/10 04:42:30.368, 0 %, 0 MiB, 44, 52.25 W, 210 MHz, 1512 MHz
2026/09/10 04:42:32.368, 0 %, 0 MiB, 43, 52.18 W, 210 MHz, 1512 MHz
2026/09/10 04:42:34.369, 0 %, 0 MiB, 43, 51.96 W, 210 MHz, 1512 MHz
2026/09/10 04:42:36.370, 0 %, 0 MiB, 42, 51.68 W, 210 MHz, 1512 MHz
2026/09/10 04:42:38.372, 0 %, 0 MiB, 42, 51.70 W, 210 MHz, 1512 MHz
2026/09/10 04:42:40.373, 0 %, 0 MiB, 42, 51.58 W, 210 MHz, 1512 MHz
2026/09/10 04:42:42.374, 0 %, 0 MiB, 41, 51.38 W, 210 MHz, 1512 MHz
2026/09/10 04:42:44.377, 0 %, 0 MiB, 41, 51.20 W, 210 MHz, 1512 MHz
2026/09/10 04:42:46.378, 3 %, 1007 MiB, 45, 104.54 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:48.379, 2 %, 1525 MiB, 46, 104.09 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:50.380, 2 %, 2023 MiB, 47, 104.62 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:52.383, 1 %, 2485 MiB, 47, 104.94 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:54.387, 3 %, 2899 MiB, 48, 105.25 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:56.389, 3 %, 3417 MiB, 48, 106.99 W, 1410 MHz, 1512 MHz
2026/09/10 04:42:58.390, 81 %, 4123 MiB, 51, 256.36 W, 1395 MHz, 1512 MHz
2026/09/10 04:43:00.391, 14 %, 4123 MiB, 51, 109.04 W, 1410 MHz, 1512 MHz
2026/09/10 04:43:02.392, 0 %, 0 MiB, 50, 108.24 W, 1410 MHz, 1512 MHz
2026/09/10 04:43:04.393, 0 %, 0 MiB, 46, 52.67 W, 210 MHz, 1512 MHz
2026/09/10 04:43:06.394, 0 %, 0 MiB, 44, 52.38 W, 210 MHz, 1512 MHz
2026/09/10 04:43:08.396, 0 %, 21 MiB, 44, 72.38 W, 1410 MHz, 1512 MHz
2026/09/10 04:43:10.402, 8 %, 0 MiB, 47, 103.89 W, 1410 MHz, 1512 MHz
2026/09/10 04:43:12.403, 0 %, 0 MiB, 45, 54.86 W, 300 MHz, 1512 MHz
2026/09/10 04:43:14.409, 0 %, 0 MiB, 43, 51.87 W, 210 MHz, 1512 MHz
2026/09/10 04:43:16.411, 0 %, 0 MiB, 42, 51.48 W, 210 MHz, 1512 MHz
2026/09/10 04:43:18.413, 0 %, 0 MiB, 41, 51.31 W, 210 MHz, 1512 MHz
2026/09/10 04:43:20.415, 0 %, 0 MiB, 41, 50.99 W, 210 MHz, 1512 MHz
2026/09/10 04:43:22.417, 0 %, 0 MiB, 41, 50.99 W, 210 MHz, 1512 MHz
2026/09/10 04:43:24.418, 0 %, 0 MiB, 40, 50.80 W, 210 MHz, 1512 MHz
2026/09/10 04:43:26.419, 0 %, 0 MiB, 40, 50.81 W, 210 MHz, 1512 MHz
2026/09/10 04:43:28.421, 0 %, 0 MiB, 40, 50.70 W, 210 MHz, 1512 MHz
2026/09/10 04:43:30.422, 0 %, 0 MiB, 39, 50.49 W, 210 MHz, 1512 MHz
2026/09/10 04:43:32.423, 0 %, 0 MiB, 39, 50.51 W, 210 MHz, 1512 MHz
2026/09/10 04:43:34.425, 0 %, 0 MiB, 39, 50.30 W, 210 MHz, 1512 MHz
2026/09/10 04:43:36.427, 0 %, 0 MiB, 39, 50.40 W, 210 MHz, 1512 MHz
2026/09/10 04:43:38.428, 0 %, 0 MiB, 39, 50.31 W, 210 MHz, 1512 MHz
2026/09/10 04:43:40.430, 0 %, 0 MiB, 39, 50.21 W, 210 MHz, 1512 MHz
2026/09/10 04:43:42.431, 0 %, 0 MiB, 38, 50.13 W, 210 MHz, 1512 MHz
2026/09/10 04:43:44.434, 0 %, 0 MiB, 38, 50.10 W, 210 MHz, 1512 MHz
2026/09/10 04:43:46.435, 0 %, 0 MiB, 38, 50.10 W, 210 MHz, 1512 MHz
2026/09/10 04:43:48.436, 0 %, 0 MiB, 38, 49.91 W, 210 MHz, 1512 MHz
2026/09/10 04:43:50.439, 0 %, 0 MiB, 38, 49.91 W, 210 MHz, 1512 MHz
2026/09/10 04:43:52.440, 0 %, 0 MiB, 38, 50.01 W, 210 MHz, 1512 MHz
2026/09/10 04:43:54.441, 0 %, 0 MiB, 38, 49.90 W, 210 MHz, 1512 MHz
2026/09/10 04:43:56.442, 0 %, 0 MiB, 38, 49.71 W, 210 MHz, 1512 MHz
2026/09/10 04:43:58.443, 0 %, 0 MiB, 37, 49.74 W, 210 MHz, 1512 MHz
2026/09/10 04:44:00.444, 0 %, 0 MiB, 37, 49.81 W, 210 MHz, 1512 MHz
2026/09/10 04:44:02.445, 0 %, 0 MiB, 37, 49.81 W, 210 MHz, 1512 MHz
2026/09/10 04:44:04.447, 0 %, 0 MiB, 37, 49.71 W, 210 MHz, 1512 MHz
2026/09/10 04:44:06.448, 0 %, 0 MiB, 37, 49.74 W, 210 MHz, 1512 MHz
2026/09/10 04:44:08.449, 0 %, 0 MiB, 37, 49.64 W, 210 MHz, 1512 MHz
2026/09/10 04:44:10.451, 0 %, 0 MiB, 37, 49.62 W, 210 MHz, 1512 MHz
2026/09/10 04:44:12.452, 0 %, 0 MiB, 37, 49.62 W, 210 MHz, 1512 MHz
2026/09/10 04:44:14.455, 0 %, 0 MiB, 37, 49.52 W, 210 MHz, 1512 MHz
2026/09/10 04:44:16.456, 0 %, 0 MiB, 37, 49.62 W, 210 MHz, 1512 MHz
2026/09/10 04:44:18.457, 0 %, 0 MiB, 37, 49.42 W, 210 MHz, 1512 MHz
2026/09/10 04:44:20.459, 0 %, 0 MiB, 37, 49.54 W, 210 MHz, 1512 MHz
2026/09/10 04:44:22.460, 0 %, 0 MiB, 36, 49.51 W, 210 MHz, 1512 MHz
2026/09/10 04:44:24.462, 0 %, 0 MiB, 36, 49.33 W, 210 MHz, 1512 MHz
2026/09/10 04:44:26.463, 0 %, 0 MiB, 36, 49.31 W, 210 MHz, 1512 MHz
2026/09/10 04:44:28.464, 0 %, 0 MiB, 36, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:44:30.465, 0 %, 0 MiB, 36, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:44:32.467, 0 %, 0 MiB, 36, 49.20 W, 210 MHz, 1512 MHz
2026/09/10 04:44:34.469, 0 %, 0 MiB, 36, 49.30 W, 210 MHz, 1512 MHz
2026/09/10 04:44:36.470, 0 %, 0 MiB, 36, 49.20 W, 210 MHz, 1512 MHz
2026/09/10 04:44:38.471, 0 %, 0 MiB, 36, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:44:40.472, 0 %, 0 MiB, 36, 49.23 W, 210 MHz, 1512 MHz
2026/09/10 04:44:42.473, 0 %, 0 MiB, 36, 49.32 W, 210 MHz, 1512 MHz
2026/09/10 04:44:44.475, 0 %, 0 MiB, 36, 49.30 W, 210 MHz, 1512 MHz
2026/09/10 04:44:46.476, 0 %, 0 MiB, 36, 49.23 W, 210 MHz, 1512 MHz
2026/09/10 04:44:48.477, 0 %, 0 MiB, 36, 49.21 W, 210 MHz, 1512 MHz
2026/09/10 04:44:50.479, 0 %, 0 MiB, 36, 49.23 W, 210 MHz, 1512 MHz
2026/09/10 04:44:52.480, 0 %, 0 MiB, 36, 49.12 W, 210 MHz, 1512 MHz
2026/09/10 04:44:54.481, 0 %, 0 MiB, 36, 49.20 W, 210 MHz, 1512 MHz
2026/09/10 04:44:56.482, 0 %, 0 MiB, 36, 49.20 W, 210 MHz, 1512 MHz
2026/09/10 04:44:58.483, 0 %, 0 MiB, 36, 49.13 W, 210 MHz, 1512 MHz
2026/09/10 04:45:00.485, 0 %, 0 MiB, 36, 49.13 W, 210 MHz, 1512 MHz
2026/09/10 04:45:02.486, 0 %, 0 MiB, 36, 49.19 W, 210 MHz, 1512 MHz
2026/09/10 04:45:04.601, 0 %, 4 MiB, 39, 99.38 W, 1410 MHz, 1512 MHz
2026/09/10 04:45:06.603, 2 %, 425 MiB, 39, 99.10 W, 1410 MHz, 1512 MHz
2026/09/10 04:45:08.605, 0 %, 0 MiB, 39, 52.14 W, 330 MHz, 1512 MHz
2026/09/10 04:45:10.606, 0 %, 0 MiB, 37, 49.82 W, 210 MHz, 1512 MHz
2026/09/10 04:45:12.607, 0 %, 0 MiB, 37, 49.62 W, 210 MHz, 1512 MHz
2026/09/10 04:45:14.611, 0 %, 0 MiB, 36, 49.51 W, 210 MHz, 1512 MHz
2026/09/10 04:45:16.612, 0 %, 0 MiB, 36, 49.29 W, 210 MHz, 1512 MHz
2026/09/10 04:45:18.614, 0 %, 0 MiB, 36, 49.40 W, 210 MHz, 1512 MHz
2026/09/10 04:45:20.615, 0 %, 0 MiB, 36, 49.30 W, 210 MHz, 1512 MHz
2026/09/10 04:45:22.616, 0 %, 0 MiB, 36, 49.29 W, 210 MHz, 1512 MHz
2026/09/10 04:45:24.617, 0 %, 0 MiB, 36, 49.29 W, 210 MHz, 1512 MHz
2026/09/10 04:45:26.619, 0 %, 0 MiB, 36, 49.22 W, 210 MHz, 1512 MHz
2026/09/10 04:45:28.620, 0 %, 0 MiB, 36, 49.10 W, 210 MHz, 1512 MHz
2026/09/10 04:45:30.621, 0 %, 0 MiB, 36, 49.10 W, 210 MHz, 1512 MHz
2026/09/10 04:45:32.623, 0 %, 0 MiB, 36, 49.10 W, 210 MHz, 1512 MHz
2026/09/10 04:45:34.624, 0 %, 0 MiB, 36, 49.01 W, 210 MHz, 1512 MHz
2026/09/10 04:45:36.625, 0 %, 0 MiB, 36, 49.10 W, 210 MHz, 1512 MHz
2026/09/10 04:45:38.627, 0 %, 0 MiB, 35, 49.01 W, 210 MHz, 1512 MHz
2026/09/10 04:45:40.628, 0 %, 0 MiB, 35, 49.10 W, 210 MHz, 1512 MHz
2026/09/10 04:45:42.629, 0 %, 0 MiB, 35, 49.13 W, 210 MHz, 1512 MHz
2026/09/10 04:45:44.632, 0 %, 0 MiB, 35, 49.10 W, 210 MHz, 1512 MHz
2026/09/10 04:45:46.633, 0 %, 0 MiB, 35, 49.10 W, 210 MHz, 1512 MHz
2026/09/10 04:45:48.636, 0 %, 0 MiB, 35, 49.13 W, 210 MHz, 1512 MHz
2026/09/10 04:45:50.638, 0 %, 0 MiB, 35, 49.01 W, 210 MHz, 1512 MHz
2026/09/10 04:45:52.639, 0 %, 0 MiB, 35, 49.10 W, 210 MHz, 1512 MHz
2026/09/10 04:45:54.641, 0 %, 0 MiB, 35, 49.01 W, 210 MHz, 1512 MHz
2026/09/10 04:45:56.643, 0 %, 0 MiB, 35, 49.01 W, 210 MHz, 1512 MHz
2026/09/10 04:45:58.645, 0 %, 0 MiB, 35, 48.93 W, 210 MHz, 1512 MHz
2026/09/10 04:46:00.646, 0 %, 0 MiB, 35, 49.01 W, 210 MHz, 1512 MHz
2026/09/10 04:46:02.648, 0 %, 0 MiB, 35, 49.03 W, 210 MHz, 1512 MHz
2026/09/10 04:46:04.648, 0 %, 0 MiB, 35, 48.92 W, 210 MHz, 1512 MHz
2026/09/10 04:46:06.650, 0 %, 0 MiB, 35, 49.03 W, 210 MHz, 1512 MHz
2026/09/10 04:46:08.651, 0 %, 0 MiB, 35, 48.92 W, 210 MHz, 1512 MHz
2026/09/10 04:46:10.652, 0 %, 0 MiB, 35, 48.91 W, 210 MHz, 1512 MHz
2026/09/10 04:46:12.654, 0 %, 0 MiB, 35, 48.91 W, 210 MHz, 1512 MHz
2026/09/10 04:46:14.656, 0 %, 0 MiB, 35, 49.01 W, 210 MHz, 1512 MHz
2026/09/10 04:46:16.657, 0 %, 0 MiB, 35, 49.01 W, 210 MHz, 1512 MHz
2026/09/10 04:46:18.658, 0 %, 0 MiB, 35, 48.99 W, 210 MHz, 1512 MHz
2026/09/10 04:46:20.659, 0 %, 0 MiB, 35, 48.90 W, 210 MHz, 1512 MHz
2026/09/10 04:46:22.661, 0 %, 0 MiB, 35, 48.90 W, 210 MHz, 1512 MHz
2026/09/10 04:46:24.662, 0 %, 0 MiB, 35, 49.00 W, 210 MHz, 1512 MHz
2026/09/10 04:46:26.662, 0 %, 0 MiB, 35, 48.91 W, 210 MHz, 1512 MHz
2026/09/10 04:46:28.664, 0 %, 0 MiB, 35, 49.02 W, 210 MHz, 1512 MHz
2026/09/10 04:46:30.666, 0 %, 0 MiB, 35, 49.01 W, 210 MHz, 1512 MHz
2026/09/10 04:46:32.668, 0 %, 0 MiB, 35, 48.82 W, 210 MHz, 1512 MHz
2026/09/10 04:46:34.669, 0 %, 0 MiB, 35, 48.83 W, 210 MHz, 1512 MHz
2026/09/10 04:46:36.670, 0 %, 0 MiB, 35, 48.81 W, 210 MHz, 1512 MHz
2026/09/10 04:46:38.672, 0 %, 0 MiB, 35, 48.91 W, 210 MHz, 1512 MHz
2026/09/10 04:46:40.673, 0 %, 0 MiB, 35, 48.91 W, 210 MHz, 1512 MHz
2026/09/10 04:46:42.675, 0 %, 0 MiB, 35, 49.31 W, 210 MHz, 1512 MHz
2026/09/10 04:46:44.677, 0 %, 0 MiB, 35, 49.10 W, 210 MHz, 1512 MHz
2026/09/10 04:46:46.679, 0 %, 0 MiB, 35, 49.31 W, 210 MHz, 1512 MHz
2026/09/10 04:46:48.680, 0 %, 0 MiB, 35, 49.30 W, 210 MHz, 1512 MHz
2026/09/10 04:46:50.682, 0 %, 0 MiB, 35, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:46:52.683, 0 %, 0 MiB, 35, 49.31 W, 210 MHz, 1512 MHz
2026/09/10 04:46:54.685, 0 %, 0 MiB, 35, 49.23 W, 210 MHz, 1512 MHz
2026/09/10 04:46:56.686, 0 %, 0 MiB, 35, 49.33 W, 210 MHz, 1512 MHz
2026/09/10 04:46:58.688, 0 %, 0 MiB, 35, 49.33 W, 210 MHz, 1512 MHz
2026/09/10 04:47:00.689, 0 %, 0 MiB, 35, 49.13 W, 210 MHz, 1512 MHz
2026/09/10 04:47:02.691, 0 %, 0 MiB, 35, 49.21 W, 210 MHz, 1512 MHz
2026/09/10 04:47:04.692, 0 %, 0 MiB, 35, 49.20 W, 210 MHz, 1512 MHz
2026/09/10 04:47:06.694, 0 %, 0 MiB, 35, 49.21 W, 210 MHz, 1512 MHz
2026/09/10 04:47:08.696, 0 %, 0 MiB, 35, 49.23 W, 210 MHz, 1512 MHz
2026/09/10 04:47:10.698, 0 %, 0 MiB, 35, 49.21 W, 210 MHz, 1512 MHz
2026/09/10 04:47:12.700, 0 %, 0 MiB, 35, 49.30 W, 210 MHz, 1512 MHz
2026/09/10 04:47:14.710, 0 %, 0 MiB, 35, 49.30 W, 210 MHz, 1512 MHz
2026/09/10 04:47:16.712, 0 %, 0 MiB, 35, 49.31 W, 210 MHz, 1512 MHz
2026/09/10 04:47:18.714, 0 %, 0 MiB, 35, 49.22 W, 210 MHz, 1512 MHz
2026/09/10 04:47:20.715, 0 %, 0 MiB, 35, 49.23 W, 210 MHz, 1512 MHz
2026/09/10 04:47:22.717, 0 %, 0 MiB, 35, 49.10 W, 210 MHz, 1512 MHz
2026/09/10 04:47:24.718, 0 %, 0 MiB, 35, 49.20 W, 210 MHz, 1512 MHz
2026/09/10 04:47:26.719, 0 %, 0 MiB, 35, 49.20 W, 210 MHz, 1512 MHz
2026/09/10 04:47:28.720, 0 %, 0 MiB, 35, 49.12 W, 210 MHz, 1512 MHz
2026/09/10 04:47:30.722, 0 %, 0 MiB, 35, 49.42 W, 210 MHz, 1512 MHz
2026/09/10 04:47:32.723, 0 %, 0 MiB, 35, 49.41 W, 210 MHz, 1512 MHz
2026/09/10 04:47:34.724, 0 %, 0 MiB, 35, 49.21 W, 210 MHz, 1512 MHz
2026/09/10 04:47:36.725, 0 %, 0 MiB, 35, 49.31 W, 210 MHz, 1512 MHz
2026/09/10 04:47:38.727, 0 %, 0 MiB, 35, 49.31 W, 210 MHz, 1512 MHz
2026/09/10 04:47:40.728, 0 %, 0 MiB, 35, 49.10 W, 210 MHz, 1512 MHz
2026/09/10 04:47:42.729, 0 %, 0 MiB, 35, 49.27 W, 210 MHz, 1512 MHz
2026/09/10 04:47:44.731, 0 %, 0 MiB, 35, 49.31 W, 210 MHz, 1512 MHz
2026/09/10 04:47:46.732, 0 %, 0 MiB, 35, 49.29 W, 210 MHz, 1512 MHz
2026/09/10 04:47:48.734, 0 %, 0 MiB, 35, 49.20 W, 210 MHz, 1512 MHz
2026/09/10 04:47:50.735, 0 %, 571 MiB, 38, 101.59 W, 1410 MHz, 1512 MHz
2026/09/10 04:47:52.736, 0 %, 571 MiB, 40, 102.96 W, 1410 MHz, 1512 MHz
2026/09/10 04:47:54.738, 0 %, 571 MiB, 41, 101.22 W, 1410 MHz, 1512 MHz
2026/09/10 04:47:56.742, 0 %, 571 MiB, 41, 101.81 W, 1410 MHz, 1512 MHz
2026/09/10 04:47:58.743, 0 %, 571 MiB, 42, 100.80 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:00.744, 0 %, 571 MiB, 42, 102.47 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:02.745, 0 %, 597 MiB, 43, 102.58 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:04.747, 14 %, 793 MiB, 44, 105.63 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:06.748, 60 %, 609 MiB, 47, 108.98 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:08.750, 13 %, 793 MiB, 46, 121.57 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:10.752, 51 %, 795 MiB, 50, 119.83 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:12.753, 19 %, 765 MiB, 49, 106.03 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:14.755, 29 %, 795 MiB, 52, 138.42 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:16.756, 26 %, 629 MiB, 53, 123.24 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:18.758, 0 %, 779 MiB, 51, 108.40 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:20.759, 36 %, 649 MiB, 53, 111.85 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:22.760, 92 %, 793 MiB, 61, 302.61 W, 1335 MHz, 1512 MHz
2026/09/10 04:48:24.761, 66 %, 649 MiB, 63, 308.97 W, 1365 MHz, 1512 MHz
2026/09/10 04:48:26.762, 0 %, 635 MiB, 55, 113.25 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:28.763, 0 %, 635 MiB, 53, 111.36 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:30.765, 11 %, 617 MiB, 52, 187.37 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:32.766, 0 %, 767 MiB, 51, 110.47 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:34.768, 0 %, 767 MiB, 51, 110.18 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:36.770, 52 %, 617 MiB, 52, 142.21 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:38.771, 20 %, 617 MiB, 53, 117.12 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:40.773, 0 %, 617 MiB, 52, 110.77 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:42.774, 0 %, 617 MiB, 51, 110.37 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:44.776, 17 %, 657 MiB, 51, 109.32 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:46.778, 52 %, 619 MiB, 54, 287.48 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:48.779, 0 %, 621 MiB, 52, 111.59 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:50.780, 16 %, 619 MiB, 53, 206.16 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:52.781, 0 %, 771 MiB, 52, 110.87 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:54.782, 31 %, 619 MiB, 56, 117.50 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:56.784, 0 %, 619 MiB, 55, 113.43 W, 1410 MHz, 1512 MHz
2026/09/10 04:48:58.784, 32 %, 657 MiB, 56, 123.43 W, 1410 MHz, 1512 MHz
2026/09/10 04:49:00.786, 0 %, 785 MiB, 55, 113.23 W, 1410 MHz, 1512 MHz
2026/09/10 04:49:02.787, 99 %, 635 MiB, 60, 117.50 W, 1380 MHz, 1512 MHz
2026/09/10 04:49:04.788, 61 %, 635 MiB, 62, 136.51 W, 1395 MHz, 1512 MHz
2026/09/10 04:49:06.790, 18 %, 635 MiB, 62, 122.50 W, 1410 MHz, 1512 MHz
2026/09/10 04:49:08.791, 0 %, 0 MiB, 58, 117.90 W, 1410 MHz, 1512 MHz
2026/09/10 04:49:10.793, 0 %, 0 MiB, 52, 55.25 W, 210 MHz, 1512 MHz
2026/09/10 04:49:12.794, 0 %, 0 MiB, 49, 54.25 W, 210 MHz, 1512 MHz
2026/09/10 04:49:14.797, 0 %, 0 MiB, 47, 53.57 W, 210 MHz, 1512 MHz
2026/09/10 04:49:16.799, 0 %, 0 MiB, 46, 52.95 W, 210 MHz, 1512 MHz
2026/09/10 04:49:18.800, 0 %, 0 MiB, 45, 52.86 W, 210 MHz, 1512 MHz
2026/09/10 04:49:20.802, 0 %, 0 MiB, 44, 52.57 W, 210 MHz, 1512 MHz
2026/09/10 04:49:22.803, 0 %, 0 MiB, 44, 52.25 W, 210 MHz, 1512 MHz
2026/09/10 04:49:24.804, 0 %, 0 MiB, 43, 52.07 W, 210 MHz, 1512 MHz
2026/09/10 04:49:26.805, 0 %, 0 MiB, 43, 51.77 W, 210 MHz, 1512 MHz
2026/09/10 04:49:28.806, 0 %, 0 MiB, 42, 51.66 W, 210 MHz, 1512 MHz
2026/09/10 04:49:30.807, 0 %, 0 MiB, 42, 51.57 W, 210 MHz, 1512 MHz
2026/09/10 04:49:32.808, 0 %, 0 MiB, 42, 51.46 W, 210 MHz, 1512 MHz
2026/09/10 04:49:34.809, 0 %, 0 MiB, 41, 51.29 W, 210 MHz, 1512 MHz
2026/09/10 04:49:36.810, 0 %, 0 MiB, 41, 51.06 W, 210 MHz, 1512 MHz
2026/09/10 04:49:38.811, 0 %, 0 MiB, 41, 51.06 W, 210 MHz, 1512 MHz
2026/09/10 04:49:40.812, 0 %, 0 MiB, 40, 51.01 W, 210 MHz, 1512 MHz
2026/09/10 04:49:42.813, 0 %, 0 MiB, 40, 50.88 W, 210 MHz, 1512 MHz
2026/09/10 04:49:44.816, 0 %, 0 MiB, 40, 50.79 W, 210 MHz, 1512 MHz
2026/09/10 04:49:46.817, 0 %, 0 MiB, 40, 50.58 W, 210 MHz, 1512 MHz
