timestamp, utilization.gpu [%], memory.used [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/09/10 04:58:37.289, 34 %, 4149 MiB, 59, 149.86 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:39.290, 32 %, 4149 MiB, 59, 148.50 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:41.291, 34 %, 4149 MiB, 60, 141.96 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:43.293, 31 %, 4149 MiB, 60, 143.03 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:45.296, 35 %, 4149 MiB, 61, 147.35 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:47.302, 38 %, 4149 MiB, 60, 146.36 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:49.304, 33 %, 4149 MiB, 60, 149.98 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:51.308, 45 %, 4149 MiB, 61, 151.12 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:53.309, 32 %, 4149 MiB, 61, 146.15 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:55.310, 35 %, 4149 MiB, 61, 145.01 W, 1410 MHz, 1512 MHz
2026/09/10 04:58:57.311, 31 %, 4149 MiB, 62, 362.62 W, 1380 MHz, 1512 MHz
2026/09/10 04:58:59.313, 33 %, 4149 MiB, 61, 146.90 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:01.318, 0 %, 4149 MiB, 61, 121.16 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:03.320, 14 %, 4149 MiB, 61, 146.56 W, 1395 MHz, 1512 MHz
2026/09/10 04:59:05.333, 33 %, 4149 MiB, 61, 154.09 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:07.338, 36 %, 4149 MiB, 61, 148.25 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:09.346, 39 %, 4149 MiB, 62, 150.79 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:11.354, 37 %, 4149 MiB, 61, 149.11 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:13.357, 31 %, 4149 MiB, 62, 149.76 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:15.359, 36 %, 4149 MiB, 62, 144.30 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:17.380, 33 %, 4149 MiB, 62, 146.68 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:19.381, 39 %, 4149 MiB, 62, 149.22 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:21.382, 33 %, 4149 MiB, 62, 147.25 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:23.383, 38 %, 4149 MiB, 62, 152.84 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:25.385, 38 %, 4149 MiB, 62, 122.18 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:27.386, 32 %, 4149 MiB, 62, 150.86 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:29.387, 38 %, 4149 MiB, 62, 148.10 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:31.388, 32 %, 4149 MiB, 63, 143.89 W, 1395 MHz, 1512 MHz
2026/09/10 04:59:33.389, 37 %, 4149 MiB, 63, 141.97 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:35.391, 32 %, 4149 MiB, 62, 142.98 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:37.391, 38 %, 4149 MiB, 62, 149.77 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:39.392, 0 %, 4149 MiB, 61, 121.98 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:41.393, 32 %, 4149 MiB, 62, 152.65 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:43.394, 37 %, 4149 MiB, 62, 155.46 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:45.396, 23 %, 4149 MiB, 62, 147.65 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:47.400, 6 %, 4149 MiB, 62, 131.73 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:49.403, 38 %, 4149 MiB, 62, 151.04 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:51.405, 27 %, 4149 MiB, 62, 145.52 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:53.405, 32 %, 4149 MiB, 62, 143.21 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:55.407, 37 %, 4149 MiB, 62, 145.58 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:57.408, 31 %, 4149 MiB, 62, 149.49 W, 1410 MHz, 1512 MHz
2026/09/10 04:59:59.409, 37 %, 4149 MiB, 62, 152.72 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:01.410, 33 %, 4149 MiB, 62, 151.95 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:03.411, 32 %, 4149 MiB, 62, 154.07 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:05.412, 0 %, 4149 MiB, 62, 141.79 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:07.413, 12 %, 4149 MiB, 62, 151.15 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:09.414, 37 %, 4149 MiB, 62, 157.03 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:11.415, 29 %, 4149 MiB, 62, 146.12 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:13.416, 32 %, 4149 MiB, 62, 149.48 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:15.419, 33 %, 4149 MiB, 62, 144.40 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:17.420, 35 %, 4149 MiB, 62, 148.93 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:19.422, 27 %, 4149 MiB, 62, 146.62 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:21.423, 35 %, 4149 MiB, 62, 149.14 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:23.425, 33 %, 4149 MiB, 62, 150.46 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:25.431, 32 %, 4149 MiB, 62, 145.24 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:27.438, 31 %, 4149 MiB, 62, 148.43 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:29.448, 37 %, 4149 MiB, 63, 153.47 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:31.452, 32 %, 4149 MiB, 63, 145.74 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:33.454, 15 %, 4149 MiB, 62, 146.05 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:35.456, 33 %, 4149 MiB, 64, 155.93 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:37.503, 22 %, 4149 MiB, 63, 126.09 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:39.510, 32 %, 4149 MiB, 63, 151.64 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:41.511, 54 %, 4149 MiB, 65, 152.07 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:43.512, 38 %, 4149 MiB, 64, 159.33 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:45.517, 0 %, 4149 MiB, 63, 136.22 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:47.518, 31 %, 4149 MiB, 63, 157.22 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:49.525, 45 %, 4149 MiB, 64, 151.09 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:51.526, 35 %, 4149 MiB, 63, 148.86 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:53.527, 14 %, 4149 MiB, 64, 183.34 W, 1395 MHz, 1512 MHz
2026/09/10 05:00:55.528, 36 %, 4149 MiB, 63, 126.54 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:57.529, 33 %, 4149 MiB, 64, 155.47 W, 1410 MHz, 1512 MHz
2026/09/10 05:00:59.531, 36 %, 4149 MiB, 64, 153.77 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:01.532, 30 %, 4149 MiB, 63, 155.29 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:03.533, 29 %, 4149 MiB, 63, 155.45 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:05.534, 38 %, 4149 MiB, 63, 154.12 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:07.535, 31 %, 4149 MiB, 64, 146.70 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:09.543, 36 %, 4149 MiB, 63, 146.92 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:11.550, 33 %, 4149 MiB, 63, 152.93 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:13.551, 52 %, 4149 MiB, 64, 247.01 W, 1380 MHz, 1512 MHz
2026/09/10 05:01:15.554, 36 %, 4149 MiB, 65, 148.93 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:17.555, 33 %, 4149 MiB, 64, 151.31 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:19.556, 40 %, 4149 MiB, 64, 157.66 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:21.558, 44 %, 4149 MiB, 65, 164.35 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:23.559, 33 %, 4149 MiB, 64, 151.78 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:25.560, 31 %, 4149 MiB, 64, 152.87 W, 1380 MHz, 1512 MHz
2026/09/10 05:01:27.562, 40 %, 4149 MiB, 64, 153.61 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:29.563, 40 %, 4149 MiB, 64, 156.21 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:31.564, 40 %, 4149 MiB, 64, 159.48 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:33.565, 35 %, 4149 MiB, 64, 157.20 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:35.567, 34 %, 4149 MiB, 64, 153.70 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:37.568, 32 %, 4149 MiB, 64, 152.37 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:39.570, 37 %, 4149 MiB, 64, 152.62 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:41.572, 41 %, 4149 MiB, 64, 158.54 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:43.574, 33 %, 4149 MiB, 64, 159.70 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:45.577, 32 %, 4149 MiB, 64, 150.47 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:47.578, 33 %, 4149 MiB, 64, 154.65 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:49.579, 41 %, 4149 MiB, 64, 155.68 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:51.581, 38 %, 4149 MiB, 64, 153.52 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:53.582, 36 %, 4149 MiB, 65, 156.37 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:55.583, 31 %, 4149 MiB, 64, 152.19 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:57.588, 39 %, 4149 MiB, 65, 154.53 W, 1410 MHz, 1512 MHz
2026/09/10 05:01:59.589, 60 %, 4149 MiB, 65, 148.02 W, 1395 MHz, 1512 MHz
2026/09/10 05:02:01.590, 36 %, 4149 MiB, 67, 377.45 W, 1260 MHz, 1512 MHz
2026/09/10 05:02:03.591, 30 %, 4149 MiB, 66, 161.49 W, 1320 MHz, 1512 MHz
2026/09/10 05:02:05.592, 39 %, 4149 MiB, 65, 156.92 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:07.593, 41 %, 4149 MiB, 65, 157.91 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:09.593, 33 %, 4149 MiB, 65, 157.63 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:11.595, 61 %, 4149 MiB, 65, 161.99 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:13.596, 34 %, 4149 MiB, 65, 156.26 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:15.598, 49 %, 4149 MiB, 65, 153.39 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:17.599, 38 %, 4149 MiB, 65, 155.53 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:19.600, 29 %, 4149 MiB, 65, 151.20 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:21.601, 31 %, 4149 MiB, 64, 153.58 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:23.602, 39 %, 4149 MiB, 65, 149.63 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:25.603, 39 %, 4149 MiB, 65, 160.05 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:27.605, 32 %, 4149 MiB, 65, 153.26 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:29.606, 31 %, 4149 MiB, 64, 149.23 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:31.607, 40 %, 4149 MiB, 65, 166.26 W, 1380 MHz, 1512 MHz
2026/09/10 05:02:33.609, 40 %, 4149 MiB, 65, 155.92 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:35.610, 44 %, 4149 MiB, 65, 154.39 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:37.611, 35 %, 4149 MiB, 65, 155.73 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:39.613, 62 %, 4149 MiB, 65, 156.47 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:41.614, 36 %, 4149 MiB, 65, 155.50 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:43.616, 34 %, 4149 MiB, 65, 156.48 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:45.619, 31 %, 4149 MiB, 65, 150.96 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:47.620, 32 %, 4149 MiB, 64, 149.22 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:49.622, 40 %, 4149 MiB, 64, 152.15 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:51.623, 37 %, 4149 MiB, 65, 291.80 W, 1380 MHz, 1512 MHz
2026/09/10 05:02:53.625, 37 %, 4149 MiB, 65, 159.82 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:55.626, 32 %, 4149 MiB, 65, 156.26 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:57.628, 36 %, 4149 MiB, 65, 154.51 W, 1410 MHz, 1512 MHz
2026/09/10 05:02:59.629, 37 %, 4149 MiB, 65, 158.83 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:01.630, 32 %, 4149 MiB, 65, 154.74 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:03.631, 30 %, 4149 MiB, 64, 156.88 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:05.634, 40 %, 4149 MiB, 66, 155.37 W, 1320 MHz, 1512 MHz
2026/09/10 05:03:07.640, 35 %, 4149 MiB, 64, 127.43 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:09.642, 53 %, 4149 MiB, 65, 163.09 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:11.643, 33 %, 4149 MiB, 65, 155.98 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:13.644, 38 %, 4149 MiB, 64, 157.39 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:15.646, 34 %, 4149 MiB, 64, 156.07 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:17.647, 34 %, 4149 MiB, 65, 149.87 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:19.648, 38 %, 4149 MiB, 64, 151.12 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:21.649, 65 %, 4149 MiB, 65, 162.49 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:23.650, 31 %, 4149 MiB, 65, 154.95 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:25.651, 34 %, 4149 MiB, 65, 154.53 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:27.653, 40 %, 4149 MiB, 65, 155.76 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:29.654, 35 %, 4149 MiB, 65, 154.70 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:31.656, 32 %, 4149 MiB, 64, 152.08 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:33.657, 28 %, 4149 MiB, 67, 297.95 W, 1260 MHz, 1512 MHz
2026/09/10 05:03:35.658, 41 %, 4149 MiB, 66, 161.97 W, 1230 MHz, 1512 MHz
2026/09/10 05:03:37.660, 41 %, 4149 MiB, 65, 156.10 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:39.661, 35 %, 4149 MiB, 65, 157.16 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:41.662, 32 %, 4149 MiB, 65, 156.99 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:43.663, 39 %, 4149 MiB, 65, 160.62 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:45.665, 36 %, 4149 MiB, 65, 157.64 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:47.666, 38 %, 4149 MiB, 65, 157.93 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:49.666, 31 %, 4149 MiB, 65, 153.42 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:51.668, 31 %, 4149 MiB, 64, 153.67 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:53.669, 41 %, 4149 MiB, 64, 156.92 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:55.670, 32 %, 4149 MiB, 65, 157.84 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:57.672, 32 %, 4149 MiB, 64, 154.57 W, 1410 MHz, 1512 MHz
2026/09/10 05:03:59.673, 35 %, 4149 MiB, 64, 154.75 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:01.674, 40 %, 4149 MiB, 65, 157.67 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:03.675, 41 %, 4149 MiB, 66, 141.58 W, 1395 MHz, 1512 MHz
2026/09/10 05:04:05.676, 32 %, 4149 MiB, 65, 156.32 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:07.678, 32 %, 4149 MiB, 65, 153.26 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:09.678, 34 %, 4149 MiB, 65, 155.67 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:11.680, 37 %, 4149 MiB, 65, 155.92 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:13.685, 36 %, 4149 MiB, 65, 158.20 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:15.688, 38 %, 4149 MiB, 65, 156.05 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:17.689, 31 %, 4149 MiB, 65, 153.02 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:19.690, 34 %, 4149 MiB, 65, 154.21 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:21.691, 40 %, 4149 MiB, 65, 156.68 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:23.692, 37 %, 4149 MiB, 65, 155.40 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:25.697, 36 %, 4149 MiB, 65, 158.50 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:27.698, 35 %, 4149 MiB, 65, 158.38 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:29.699, 35 %, 4149 MiB, 65, 156.38 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:31.700, 41 %, 4149 MiB, 65, 159.86 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:33.702, 42 %, 4149 MiB, 65, 161.52 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:35.703, 46 %, 4149 MiB, 66, 146.46 W, 1395 MHz, 1512 MHz
2026/09/10 05:04:37.705, 35 %, 4149 MiB, 65, 154.54 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:39.706, 35 %, 4149 MiB, 65, 156.02 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:41.707, 39 %, 4149 MiB, 65, 154.52 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:43.709, 41 %, 4149 MiB, 65, 156.37 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:45.711, 31 %, 4149 MiB, 64, 151.40 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:47.712, 31 %, 4149 MiB, 64, 152.97 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:49.713, 35 %, 4149 MiB, 64, 152.88 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:51.714, 41 %, 4149 MiB, 65, 154.12 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:53.715, 40 %, 4149 MiB, 65, 156.87 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:55.717, 30 %, 4149 MiB, 65, 146.77 W, 1410 MHz, 1512 MHz
2026/09/10 05:04:57.718, 61 %, 4149 MiB, 66, 178.06 W, 1395 MHz, 1512 MHz
2026/09/10 05:04:59.720, 33 %, 4149 MiB, 66, 154.25 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:01.721, 45 %, 4149 MiB, 66, 161.05 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:03.722, 60 %, 4149 MiB, 67, 159.48 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:05.724, 32 %, 4149 MiB, 66, 155.48 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:07.725, 33 %, 4149 MiB, 66, 157.46 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:09.726, 47 %, 4149 MiB, 66, 156.39 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:11.730, 32 %, 4149 MiB, 65, 156.18 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:13.731, 49 %, 4149 MiB, 66, 159.60 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:15.733, 34 %, 4149 MiB, 66, 155.33 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:17.734, 40 %, 4149 MiB, 66, 160.52 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:19.735, 41 %, 4149 MiB, 65, 158.43 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:21.736, 33 %, 4149 MiB, 65, 154.24 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:23.737, 33 %, 4149 MiB, 68, 313.12 W, 1305 MHz, 1512 MHz
2026/09/10 05:05:25.742, 40 %, 4149 MiB, 66, 158.98 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:27.743, 37 %, 4149 MiB, 65, 153.17 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:29.744, 30 %, 4149 MiB, 65, 156.41 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:31.745, 31 %, 4149 MiB, 65, 151.92 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:33.747, 44 %, 4149 MiB, 68, 156.28 W, 1245 MHz, 1512 MHz
2026/09/10 05:05:35.748, 40 %, 4149 MiB, 66, 156.51 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:37.750, 40 %, 4149 MiB, 65, 158.57 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:39.751, 43 %, 4149 MiB, 66, 164.91 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:41.752, 41 %, 4149 MiB, 66, 160.40 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:43.753, 41 %, 4149 MiB, 66, 163.61 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:45.755, 35 %, 4149 MiB, 66, 159.72 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:47.757, 35 %, 4149 MiB, 65, 158.01 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:49.758, 34 %, 4149 MiB, 65, 160.30 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:51.760, 41 %, 4149 MiB, 65, 158.09 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:53.761, 40 %, 4149 MiB, 65, 156.66 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:55.762, 41 %, 4149 MiB, 65, 157.01 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:57.763, 35 %, 4149 MiB, 65, 155.34 W, 1410 MHz, 1512 MHz
2026/09/10 05:05:59.766, 34 %, 4149 MiB, 65, 155.76 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:01.767, 35 %, 4149 MiB, 65, 155.87 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:03.768, 40 %, 4149 MiB, 65, 155.59 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:05.769, 34 %, 4149 MiB, 65, 153.17 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:07.770, 50 %, 4149 MiB, 65, 160.10 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:09.771, 34 %, 4149 MiB, 65, 153.14 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:11.773, 37 %, 4149 MiB, 65, 161.74 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:13.774, 41 %, 4149 MiB, 66, 158.48 W, 1335 MHz, 1512 MHz
2026/09/10 05:06:15.776, 40 %, 4149 MiB, 65, 158.00 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:17.777, 65 %, 4149 MiB, 66, 154.49 W, 1395 MHz, 1512 MHz
2026/09/10 05:06:19.779, 34 %, 4149 MiB, 65, 157.77 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:21.780, 37 %, 4149 MiB, 66, 159.46 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:23.781, 42 %, 4149 MiB, 65, 160.19 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:25.782, 36 %, 4149 MiB, 65, 152.28 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:27.784, 34 %, 4149 MiB, 65, 152.23 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:29.785, 37 %, 4149 MiB, 65, 152.88 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:31.786, 33 %, 4149 MiB, 65, 151.61 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:33.787, 41 %, 4149 MiB, 65, 154.65 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:35.788, 40 %, 4149 MiB, 64, 157.34 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:37.789, 34 %, 4149 MiB, 64, 153.86 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:39.792, 32 %, 4149 MiB, 64, 151.45 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:41.793, 40 %, 4149 MiB, 64, 159.87 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:43.794, 39 %, 4149 MiB, 64, 153.61 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:45.796, 34 %, 4149 MiB, 64, 158.04 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:47.796, 43 %, 4149 MiB, 64, 148.68 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:49.798, 37 %, 4149 MiB, 65, 155.09 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:51.799, 41 %, 4149 MiB, 64, 161.35 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:53.800, 36 %, 4149 MiB, 64, 155.24 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:55.802, 35 %, 4149 MiB, 64, 156.41 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:57.803, 33 %, 4149 MiB, 64, 154.06 W, 1410 MHz, 1512 MHz
2026/09/10 05:06:59.804, 35 %, 4149 MiB, 64, 153.22 W, 1410 MHz, 1512 MHz
2026/09/10 05:07:01.805, 53 %, 4149 MiB, 64, 152.59 W, 1410 MHz, 1512 MHz
2026/09/10 05:07:03.806, 33 %, 4149 MiB, 63, 151.61 W, 1410 MHz, 1512 MHz
2026/09/10 05:07:05.807, 20 %, 4149 MiB, 63, 151.25 W, 1410 MHz, 1512 MHz
2026/09/10 05:07:07.809, 40 %, 4149 MiB, 63, 157.58 W, 1410 MHz, 1512 MHz
2026/09/10 05:07:09.809, 37 %, 4149 MiB, 63, 152.83 W, 1410 MHz, 1512 MHz
2026/09/10 05:07:11.811, 32 %, 4149 MiB, 64, 149.36 W, 1410 MHz, 1512 MHz
