timestamp, index, name, temperature.gpu, power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%]
2026/09/10 08:35:57.091, 0, NVIDIA A100-SXM4-80GB, 35, 89.57 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:35:57.094, 1, NVIDIA A100-SXM4-80GB, 36, 87.81 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:35:57.098, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:35:57.099, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:35:59.102, 0, NVIDIA A100-SXM4-80GB, 35, 89.57 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:35:59.103, 1, NVIDIA A100-SXM4-80GB, 36, 87.90 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:35:59.103, 2, NVIDIA A100-SXM4-80GB, 33, 66.05 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:35:59.103, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:01.104, 0, NVIDIA A100-SXM4-80GB, 35, 89.24 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:36:01.146, 1, NVIDIA A100-SXM4-80GB, 36, 87.90 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:36:01.146, 2, NVIDIA A100-SXM4-80GB, 33, 66.05 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:01.146, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:03.146, 0, NVIDIA A100-SXM4-80GB, 35, 89.57 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:36:03.153, 1, NVIDIA A100-SXM4-80GB, 36, 87.81 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:36:03.159, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:03.165, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:05.170, 0, NVIDIA A100-SXM4-80GB, 37, 118.46 W, 1410 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 08:36:05.171, 1, NVIDIA A100-SXM4-80GB, 37, 116.92 W, 1410 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 08:36:05.171, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:05.171, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:07.171, 0, NVIDIA A100-SXM4-80GB, 36, 101.63 W, 1275 MHz, 1593 MHz, 15634 MiB, 41 %
2026/09/10 08:36:07.178, 1, NVIDIA A100-SXM4-80GB, 36, 88.73 W, 1140 MHz, 1593 MHz, 15634 MiB, 39 %
2026/09/10 08:36:07.183, 2, NVIDIA A100-SXM4-80GB, 33, 66.05 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:07.186, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:09.187, 0, NVIDIA A100-SXM4-80GB, 37, 119.07 W, 1410 MHz, 1593 MHz, 52434 MiB, 8 %
2026/09/10 08:36:09.188, 1, NVIDIA A100-SXM4-80GB, 36, 88.14 W, 1140 MHz, 1593 MHz, 52434 MiB, 0 %
2026/09/10 08:36:09.188, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:09.189, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:11.189, 0, NVIDIA A100-SXM4-80GB, 48, 348.20 W, 1410 MHz, 1593 MHz, 59766 MiB, 100 %
2026/09/10 08:36:11.192, 1, NVIDIA A100-SXM4-80GB, 47, 331.04 W, 1410 MHz, 1593 MHz, 52478 MiB, 100 %
2026/09/10 08:36:11.192, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:11.192, 3, NVIDIA A100-SXM4-80GB, 31, 67.42 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:13.193, 0, NVIDIA A100-SXM4-80GB, 39, 119.84 W, 1410 MHz, 1593 MHz, 66504 MiB, 7 %
2026/09/10 08:36:13.210, 1, NVIDIA A100-SXM4-80GB, 38, 117.97 W, 1410 MHz, 1593 MHz, 66504 MiB, 0 %
2026/09/10 08:36:13.210, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:13.210, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:15.210, 0, NVIDIA A100-SXM4-80GB, 37, 89.84 W, 1140 MHz, 1593 MHz, 66020 MiB, 0 %
2026/09/10 08:36:15.211, 1, NVIDIA A100-SXM4-80GB, 37, 88.14 W, 1140 MHz, 1593 MHz, 66020 MiB, 0 %
2026/09/10 08:36:15.217, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:15.222, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:17.231, 0, NVIDIA A100-SXM4-80GB, 38, 122.10 W, 1410 MHz, 1593 MHz, 0 MiB, 100 %
2026/09/10 08:36:17.231, 1, NVIDIA A100-SXM4-80GB, 38, 120.57 W, 1410 MHz, 1593 MHz, 0 MiB, 100 %
2026/09/10 08:36:17.231, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:36:17.231, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:36:19.231, 0, NVIDIA A100-SXM4-80GB, 38, 119.07 W, 1410 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:19.254, 1, NVIDIA A100-SXM4-80GB, 36, 69.64 W, 330 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:19.255, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 1 MiB, 0 %
2026/09/10 08:36:19.256, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 1 MiB, 0 %
2026/09/10 08:36:21.257, 0, NVIDIA A100-SXM4-80GB, 36, 89.84 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:36:21.294, 1, NVIDIA A100-SXM4-80GB, 36, 88.14 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:36:21.294, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:21.295, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:23.295, 0, NVIDIA A100-SXM4-80GB, 36, 89.84 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:36:23.297, 1, NVIDIA A100-SXM4-80GB, 36, 88.14 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:36:23.297, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:23.301, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:25.305, 0, NVIDIA A100-SXM4-80GB, 37, 104.08 W, 1230 MHz, 1593 MHz, 7994 MiB, 43 %
2026/09/10 08:36:25.305, 1, NVIDIA A100-SXM4-80GB, 37, 94.17 W, 1140 MHz, 1593 MHz, 7666 MiB, 33 %
2026/09/10 08:36:25.305, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:25.308, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:27.309, 0, NVIDIA A100-SXM4-80GB, 37, 90.16 W, 1140 MHz, 1593 MHz, 9686 MiB, 7 %
2026/09/10 08:36:27.309, 1, NVIDIA A100-SXM4-80GB, 38, 117.84 W, 1410 MHz, 1593 MHz, 9686 MiB, 6 %
2026/09/10 08:36:27.309, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:27.309, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:29.309, 0, NVIDIA A100-SXM4-80GB, 36, 89.84 W, 1140 MHz, 1593 MHz, 9686 MiB, 7 %
2026/09/10 08:36:29.311, 1, NVIDIA A100-SXM4-80GB, 36, 88.41 W, 1140 MHz, 1593 MHz, 9686 MiB, 7 %
2026/09/10 08:36:29.311, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:29.312, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:31.319, 0, NVIDIA A100-SXM4-80GB, 37, 120.32 W, 1410 MHz, 1593 MHz, 8372 MiB, 53 %
2026/09/10 08:36:31.319, 1, NVIDIA A100-SXM4-80GB, 36, 89.93 W, 1140 MHz, 1593 MHz, 8372 MiB, 28 %
2026/09/10 08:36:31.319, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:31.319, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:33.319, 0, NVIDIA A100-SXM4-80GB, 38, 123.62 W, 1410 MHz, 1593 MHz, 36026 MiB, 19 %
2026/09/10 08:36:33.321, 1, NVIDIA A100-SXM4-80GB, 38, 120.23 W, 1410 MHz, 1593 MHz, 36026 MiB, 55 %
2026/09/10 08:36:33.327, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:33.332, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:35.332, 0, NVIDIA A100-SXM4-80GB, 44, 263.27 W, 1410 MHz, 1593 MHz, 39786 MiB, 77 %
2026/09/10 08:36:35.333, 1, NVIDIA A100-SXM4-80GB, 43, 254.19 W, 1410 MHz, 1593 MHz, 39786 MiB, 66 %
2026/09/10 08:36:35.334, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:35.374, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:37.374, 0, NVIDIA A100-SXM4-80GB, 48, 314.35 W, 1410 MHz, 1593 MHz, 39786 MiB, 97 %
2026/09/10 08:36:37.374, 1, NVIDIA A100-SXM4-80GB, 47, 341.31 W, 1410 MHz, 1593 MHz, 39786 MiB, 81 %
2026/09/10 08:36:37.374, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:37.374, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:39.374, 0, NVIDIA A100-SXM4-80GB, 47, 385.02 W, 1410 MHz, 1593 MHz, 77392 MiB, 81 %
2026/09/10 08:36:39.374, 1, NVIDIA A100-SXM4-80GB, 46, 272.63 W, 1410 MHz, 1593 MHz, 77392 MiB, 84 %
2026/09/10 08:36:39.374, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:39.375, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:41.375, 0, NVIDIA A100-SXM4-80GB, 49, 349.39 W, 1410 MHz, 1593 MHz, 77392 MiB, 90 %
2026/09/10 08:36:41.387, 1, NVIDIA A100-SXM4-80GB, 48, 342.84 W, 1410 MHz, 1593 MHz, 77392 MiB, 73 %
2026/09/10 08:36:41.388, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:41.388, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:43.389, 0, NVIDIA A100-SXM4-80GB, 49, 344.24 W, 1410 MHz, 1593 MHz, 79306 MiB, 96 %
2026/09/10 08:36:43.404, 1, NVIDIA A100-SXM4-80GB, 48, 356.15 W, 1410 MHz, 1593 MHz, 79306 MiB, 78 %
2026/09/10 08:36:43.405, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:43.405, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:45.406, 0, NVIDIA A100-SXM4-80GB, 46, 137.34 W, 1410 MHz, 1593 MHz, 78988 MiB, 99 %
2026/09/10 08:36:45.406, 1, NVIDIA A100-SXM4-80GB, 45, 124.48 W, 1410 MHz, 1593 MHz, 78998 MiB, 100 %
2026/09/10 08:36:45.406, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:45.406, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:47.407, 0, NVIDIA A100-SXM4-80GB, 39, 90.76 W, 1140 MHz, 1593 MHz, 78338 MiB, 0 %
2026/09/10 08:36:47.407, 1, NVIDIA A100-SXM4-80GB, 39, 89.07 W, 1140 MHz, 1593 MHz, 78338 MiB, 0 %
2026/09/10 08:36:47.408, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:47.408, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:36:49.409, 0, NVIDIA A100-SXM4-80GB, 40, 124.22 W, 1410 MHz, 1593 MHz, 0 MiB, 100 %
2026/09/10 08:36:49.409, 1, NVIDIA A100-SXM4-80GB, 40, 121.43 W, 1410 MHz, 1593 MHz, 0 MiB, 100 %
2026/09/10 08:36:49.409, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:36:49.409, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:36:51.409, 0, NVIDIA A100-SXM4-80GB, 40, 121.18 W, 1410 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:36:51.409, 1, NVIDIA A100-SXM4-80GB, 40, 118.44 W, 1410 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:36:51.409, 2, NVIDIA A100-SXM4-80GB, 33, 65.98 W, 210 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:36:51.409, 3, NVIDIA A100-SXM4-80GB, 31, 67.69 W, 210 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:36:53.410, 0, NVIDIA A100-SXM4-80GB, 38, 90.44 W, 1140 MHz, 1593 MHz, 422 MiB, 1 %
2026/09/10 08:36:53.410, 1, NVIDIA A100-SXM4-80GB, 38, 88.73 W, 1140 MHz, 1593 MHz, 422 MiB, 2 %
2026/09/10 08:36:53.410, 2, NVIDIA A100-SXM4-80GB, 34, 75.93 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:36:53.410, 3, NVIDIA A100-SXM4-80GB, 31, 87.86 W, 1140 MHz, 1593 MHz, 422 MiB, 2 %
2026/09/10 08:36:55.411, 0, NVIDIA A100-SXM4-80GB, 38, 90.44 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:36:55.413, 1, NVIDIA A100-SXM4-80GB, 38, 88.73 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:36:55.413, 2, NVIDIA A100-SXM4-80GB, 34, 76.20 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:36:55.414, 3, NVIDIA A100-SXM4-80GB, 32, 87.86 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:36:57.414, 0, NVIDIA A100-SXM4-80GB, 37, 89.84 W, 1140 MHz, 1593 MHz, 15242 MiB, 0 %
2026/09/10 08:36:57.414, 1, NVIDIA A100-SXM4-80GB, 38, 104.51 W, 1140 MHz, 1593 MHz, 14156 MiB, 3 %
2026/09/10 08:36:57.415, 2, NVIDIA A100-SXM4-80GB, 34, 76.20 W, 1140 MHz, 1593 MHz, 15242 MiB, 0 %
2026/09/10 08:36:57.415, 3, NVIDIA A100-SXM4-80GB, 32, 87.86 W, 1140 MHz, 1593 MHz, 15242 MiB, 0 %
2026/09/10 08:36:59.416, 0, NVIDIA A100-SXM4-80GB, 39, 104.68 W, 1140 MHz, 1593 MHz, 15804 MiB, 12 %
2026/09/10 08:36:59.417, 1, NVIDIA A100-SXM4-80GB, 38, 156.15 W, 1140 MHz, 1593 MHz, 15804 MiB, 26 %
2026/09/10 08:36:59.422, 2, NVIDIA A100-SXM4-80GB, 34, 148.42 W, 1140 MHz, 1593 MHz, 15804 MiB, 0 %
2026/09/10 08:36:59.427, 3, NVIDIA A100-SXM4-80GB, 32, 123.25 W, 1140 MHz, 1593 MHz, 15804 MiB, 26 %
2026/09/10 08:37:01.430, 0, NVIDIA A100-SXM4-80GB, 37, 90.07 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:01.437, 1, NVIDIA A100-SXM4-80GB, 38, 88.41 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:01.443, 2, NVIDIA A100-SXM4-80GB, 34, 77.13 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:01.448, 3, NVIDIA A100-SXM4-80GB, 32, 86.99 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:03.454, 0, NVIDIA A100-SXM4-80GB, 37, 89.84 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:03.458, 1, NVIDIA A100-SXM4-80GB, 38, 88.41 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:03.463, 2, NVIDIA A100-SXM4-80GB, 34, 76.53 W, 1140 MHz, 1593 MHz, 15804 MiB, 8 %
2026/09/10 08:37:03.463, 3, NVIDIA A100-SXM4-80GB, 32, 87.86 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:05.465, 0, NVIDIA A100-SXM4-80GB, 37, 90.16 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:05.481, 1, NVIDIA A100-SXM4-80GB, 38, 88.41 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:05.481, 2, NVIDIA A100-SXM4-80GB, 34, 76.53 W, 1140 MHz, 1593 MHz, 15804 MiB, 8 %
2026/09/10 08:37:05.481, 3, NVIDIA A100-SXM4-80GB, 32, 87.86 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:07.482, 0, NVIDIA A100-SXM4-80GB, 37, 89.84 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:07.482, 1, NVIDIA A100-SXM4-80GB, 37, 88.50 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:07.482, 2, NVIDIA A100-SXM4-80GB, 34, 76.20 W, 1140 MHz, 1593 MHz, 15804 MiB, 8 %
2026/09/10 08:37:07.482, 3, NVIDIA A100-SXM4-80GB, 32, 87.86 W, 1140 MHz, 1593 MHz, 15804 MiB, 7 %
2026/09/10 08:37:09.482, 0, NVIDIA A100-SXM4-80GB, 38, 120.58 W, 1410 MHz, 1593 MHz, 1108 MiB, 100 %
2026/09/10 08:37:09.483, 1, NVIDIA A100-SXM4-80GB, 38, 120.23 W, 1410 MHz, 1593 MHz, 1108 MiB, 100 %
2026/09/10 08:37:09.483, 2, NVIDIA A100-SXM4-80GB, 35, 96.39 W, 1410 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 08:37:09.483, 3, NVIDIA A100-SXM4-80GB, 33, 118.89 W, 1410 MHz, 1593 MHz, 1108 MiB, 100 %
2026/09/10 08:37:11.483, 0, NVIDIA A100-SXM4-80GB, 37, 89.84 W, 1140 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 08:37:11.484, 1, NVIDIA A100-SXM4-80GB, 38, 88.50 W, 1140 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 08:37:11.484, 2, NVIDIA A100-SXM4-80GB, 34, 77.13 W, 1140 MHz, 1593 MHz, 15634 MiB, 15 %
2026/09/10 08:37:11.484, 3, NVIDIA A100-SXM4-80GB, 33, 87.86 W, 1140 MHz, 1593 MHz, 1108 MiB, 0 %
2026/09/10 08:37:13.484, 0, NVIDIA A100-SXM4-80GB, 37, 99.84 W, 1290 MHz, 1593 MHz, 15634 MiB, 41 %
2026/09/10 08:37:13.485, 1, NVIDIA A100-SXM4-80GB, 37, 89.34 W, 1140 MHz, 1593 MHz, 15634 MiB, 33 %
2026/09/10 08:37:13.485, 2, NVIDIA A100-SXM4-80GB, 34, 77.13 W, 1140 MHz, 1593 MHz, 15634 MiB, 29 %
2026/09/10 08:37:13.488, 3, NVIDIA A100-SXM4-80GB, 32, 88.78 W, 1140 MHz, 1593 MHz, 15634 MiB, 40 %
2026/09/10 08:37:15.488, 0, NVIDIA A100-SXM4-80GB, 38, 112.56 W, 1365 MHz, 1593 MHz, 34278 MiB, 0 %
2026/09/10 08:37:15.489, 1, NVIDIA A100-SXM4-80GB, 37, 88.50 W, 1140 MHz, 1593 MHz, 34278 MiB, 0 %
2026/09/10 08:37:15.493, 2, NVIDIA A100-SXM4-80GB, 34, 76.20 W, 1140 MHz, 1593 MHz, 34278 MiB, 0 %
2026/09/10 08:37:15.493, 3, NVIDIA A100-SXM4-80GB, 32, 90.29 W, 1140 MHz, 1593 MHz, 34278 MiB, 0 %
2026/09/10 08:37:17.495, 0, NVIDIA A100-SXM4-80GB, 50, 416.15 W, 1410 MHz, 1593 MHz, 47364 MiB, 99 %
2026/09/10 08:37:17.497, 1, NVIDIA A100-SXM4-80GB, 48, 398.13 W, 1410 MHz, 1593 MHz, 47368 MiB, 100 %
2026/09/10 08:37:17.498, 2, NVIDIA A100-SXM4-80GB, 42, 377.63 W, 1410 MHz, 1593 MHz, 47398 MiB, 97 %
2026/09/10 08:37:17.499, 3, NVIDIA A100-SXM4-80GB, 43, 393.14 W, 1410 MHz, 1593 MHz, 47308 MiB, 99 %
2026/09/10 08:37:19.501, 0, NVIDIA A100-SXM4-80GB, 52, 414.91 W, 1410 MHz, 1593 MHz, 76422 MiB, 98 %
2026/09/10 08:37:19.502, 1, NVIDIA A100-SXM4-80GB, 51, 405.25 W, 1410 MHz, 1593 MHz, 76426 MiB, 97 %
2026/09/10 08:37:19.502, 2, NVIDIA A100-SXM4-80GB, 51, 389.02 W, 1410 MHz, 1593 MHz, 76456 MiB, 97 %
2026/09/10 08:37:19.503, 3, NVIDIA A100-SXM4-80GB, 46, 402.14 W, 1410 MHz, 1593 MHz, 76366 MiB, 96 %
2026/09/10 08:37:21.504, 0, NVIDIA A100-SXM4-80GB, 40, 121.51 W, 1410 MHz, 1593 MHz, 75454 MiB, 0 %
2026/09/10 08:37:21.505, 1, NVIDIA A100-SXM4-80GB, 40, 119.64 W, 1410 MHz, 1593 MHz, 75458 MiB, 0 %
2026/09/10 08:37:21.533, 2, NVIDIA A100-SXM4-80GB, 37, 95.20 W, 1410 MHz, 1593 MHz, 75488 MiB, 0 %
2026/09/10 08:37:21.533, 3, NVIDIA A100-SXM4-80GB, 35, 116.46 W, 1410 MHz, 1593 MHz, 75398 MiB, 0 %
2026/09/10 08:37:23.533, 0, NVIDIA A100-SXM4-80GB, 39, 122.70 W, 1410 MHz, 1593 MHz, 0 MiB, 100 %
2026/09/10 08:37:23.540, 1, NVIDIA A100-SXM4-80GB, 40, 121.16 W, 1410 MHz, 1593 MHz, 0 MiB, 100 %
2026/09/10 08:37:23.540, 2, NVIDIA A100-SXM4-80GB, 36, 97.64 W, 1410 MHz, 1593 MHz, 0 MiB, 99 %
2026/09/10 08:37:23.540, 3, NVIDIA A100-SXM4-80GB, 34, 88.78 W, 1410 MHz, 1593 MHz, 0 MiB, 38 %
2026/09/10 08:37:25.540, 0, NVIDIA A100-SXM4-80GB, 39, 119.71 W, 1410 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:37:25.540, 1, NVIDIA A100-SXM4-80GB, 40, 118.44 W, 1410 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:37:25.540, 2, NVIDIA A100-SXM4-80GB, 36, 94.88 W, 1410 MHz, 1593 MHz, 0 MiB, 0 %
2026/09/10 08:37:25.540, 3, NVIDIA A100-SXM4-80GB, 35, 116.19 W, 1410 MHz, 1593 MHz, 0 MiB, 100 %
2026/09/10 08:37:27.540, 0, NVIDIA A100-SXM4-80GB, 37, 70.49 W, 240 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:37:27.542, 1, NVIDIA A100-SXM4-80GB, 37, 68.51 W, 210 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:37:27.542, 2, NVIDIA A100-SXM4-80GB, 35, 66.89 W, 255 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:37:27.543, 3, NVIDIA A100-SXM4-80GB, 33, 68.94 W, 240 MHz, 1593 MHz, 4 MiB, 0 %
2026/09/10 08:37:29.544, 0, NVIDIA A100-SXM4-80GB, 37, 90.16 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:37:29.545, 1, NVIDIA A100-SXM4-80GB, 38, 88.82 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
2026/09/10 08:37:29.546, 2, NVIDIA A100-SXM4-80GB, 35, 75.61 W, 1140 MHz, 1593 MHz, 422 MiB, 0 %
