configured_lambda_req_s,realized_lambda_req_s,request_id,workload_category,ttft_ms,mean_content_event_itl_ms,e2e_ms,output_tokens,ttft_slo_pass,itl_slo_pass,overall_slo_pass
1.5,1.2957038334762834,req_0233,short_interactive,27.320035005686805,8.68042492186305,2249.7725800058106,256,1,1,1
1.5,1.2957038334762834,req_0703,document_qa,103.74959200271405,8.60530572407143,852.6316740026232,87,1,1,1
1.5,1.2957038334762834,req_0356,knowledge_qa,22.76531399547821,8.169099053387376,635.5985759946634,75,1,1,1
1.5,1.2957038334762834,req_0429,knowledge_qa,23.35896500153467,9.806407094737025,955.1857340047718,95,1,1,1
1.5,1.2957038334762834,req_0855,long_context_qa,224.25764700165018,8.259276734349896,2338.8524659967516,256,1,1,1
1.5,1.2957038334762834,req_0099,short_interactive,28.894898998260032,8.08448157033581,2098.7604960027966,256,1,1,1
1.5,1.2957038334762834,req_0175,short_interactive,14.480260993877891,8.297655303721074,1134.850460999587,135,1,1,1
1.5,1.2957038334762834,req_0093,short_interactive,22.391665996110532,8.299530962984944,919.0480170000228,108,1,1,1
1.5,1.2957038334762834,req_0426,knowledge_qa,22.10219099652022,8.333388166647637,672.3583639977733,78,1,1,1
1.5,1.2957038334762834,req_0960,long_output,40.40496100060409,8.595469939450595,8842.40124400094,1024,1,1,1
1.5,1.2957038334762834,req_0953,long_output,22.702242000377737,8.59438446484262,8823.551998000767,1024,1,1,1
1.5,1.2957038334762834,req_0155,short_interactive,21.637550999002997,8.662144570308783,2239.4463070013444,256,1,1,1
1.5,1.2957038334762834,req_0504,coding_request,23.738073999993503,8.940243448285338,1320.4013200011104,145,1,1,1
1.5,1.2957038334762834,req_0749,document_qa,116.80843900103355,8.26305412495761,315.5678969997098,24,1,1,1
1.5,1.2957038334762834,req_0196,short_interactive,28.342646997771226,8.10601383333657,223.0998430022737,24,1,1,1
1.5,1.2957038334762834,req_0774,document_qa,123.15664700145135,7.827512999938335,233.07996600487968,14,1,1,1
1.5,1.2957038334762834,req_0321,knowledge_qa,21.008928000810556,8.111068999877556,297.19752299570246,34,1,1,1
1.5,1.2957038334762834,req_0318,knowledge_qa,25.090590002946556,8.226974645172,790.534669002227,93,1,1,1
1.5,1.2957038334762834,req_0629,coding_request,23.575049999635667,8.338713802729103,4293.221492000157,512,1,1,1
1.5,1.2957038334762834,req_0035,short_interactive,29.637163002917077,8.20279261097312,325.3320250005345,36,1,1,1
1.5,1.2957038334762834,req_0117,short_interactive,22.65691999491537,8.256995500050834,518.4156670002267,60,1,1,1
1.5,1.2957038334762834,req_0205,short_interactive,25.496190006379038,10.325488934778031,500.91484000586206,46,1,1,1
1.5,1.2957038334762834,req_0769,document_qa,118.9792840013979,8.4184143518171,573.9553769963095,54,1,1,1
1.5,1.2957038334762834,req_0094,short_interactive,13.822651002556086,7.184022461632804,107.41411700291792,13,1,1,1
1.5,1.2957038334762834,req_0587,coding_request,14.314301006379537,9.257681389341387,3319.638244000089,357,1,1,1
1.5,1.2957038334762834,req_0748,document_qa,105.69422200205736,8.409854835341187,1485.2100610005436,164,1,1,1
1.5,1.2957038334762834,req_0218,short_interactive,22.81886299897451,9.390529140631543,2427.0227480010362,256,1,1,1
1.5,1.2957038334762834,req_0967,long_output,30.049612003494985,8.841203663441194,4601.375473997905,517,1,1,1
1.5,1.2957038334762834,req_0399,knowledge_qa,29.613462000270374,10.200534265663919,1335.6402159988647,128,1,1,1
1.5,1.2957038334762834,req_0891,long_context_qa,246.20333300117636,9.013663372863478,778.469621000113,59,1,1,1
1.5,1.2957038334762834,req_0081,short_interactive,26.46888899471378,8.376684472665374,2171.1886799967033,256,1,1,1
1.5,1.2957038334762834,req_0632,coding_request,35.00566300499486,8.262115167966044,4265.4211730041425,512,1,1,1
1.5,1.2957038334762834,req_0370,knowledge_qa,28.340566997940186,8.17248390626446,551.6079219960375,64,1,1,1
1.5,1.2957038334762834,req_0260,short_interactive,28.139453002950177,8.255149361319416,1010.839164002391,119,1,1,1
1.5,1.2957038334762834,req_0346,knowledge_qa,26.242244995955843,8.235688666693347,1039.4591259973822,123,1,1,1
1.5,1.2957038334762834,req_0596,coding_request,23.107291002816055,8.19001439100621,1300.9416500062798,156,1,1,1
1.5,1.2957038334762834,req_0056,short_interactive,20.26775300328154,7.858004499939852,177.76404000323964,20,1,1,1
1.5,1.2957038334762834,req_0323,knowledge_qa,23.477078997530043,8.00762211719075,1048.8058069968247,128,1,1,1
1.5,1.2957038334762834,req_0238,short_interactive,26.450198995007668,8.182756847976666,1425.9178749998682,171,1,1,1
1.5,1.2957038334762834,req_0359,knowledge_qa,27.339856002072338,8.131338461540649,873.2623710020562,104,1,1,1
1.5,1.2957038334762834,req_0032,short_interactive,25.292745005572215,8.184403269405422,1605.151941999793,193,1,1,1
1.5,1.2957038334762834,req_0630,coding_request,30.255026002123486,8.30250640093723,3592.2574560026987,429,1,1,1
1.5,1.2957038334762834,req_0904,long_output,25.43749799951911,8.995737357591596,2994.355442999222,330,1,1,1
1.5,1.2957038334762834,req_0690,document_qa,86.97142200253438,8.28843174281896,667.3790179993375,70,1,1,1
1.5,1.2957038334762834,req_0833,long_context_qa,217.6332890012418,8.215575912997693,406.78614899661625,23,1,1,1
1.5,1.2957038334762834,req_0092,short_interactive,37.70642800373025,8.06617277342525,2102.8216910053743,256,1,1,1
1.5,1.2957038334762834,req_0326,knowledge_qa,21.502206996956374,8.174348726583958,1068.0393389993696,128,1,1,1
1.5,1.2957038334762834,req_0208,short_interactive,14.538866002112627,8.579278839818016,2211.05055299995,256,1,1,1
1.5,1.2957038334762834,req_0710,document_qa,91.19260599982226,8.841650116270003,1231.9506450003246,129,1,1,1
1.5,1.2957038334762834,req_0717,document_qa,103.8631039991742,8.249580577830784,475.4325070025516,45,1,1,1
1.5,1.2957038334762834,req_0857,long_context_qa,216.62596899841446,9.447554864891572,915.9937239965075,74,1,1,1
1.5,1.2957038334762834,req_0773,document_qa,117.37729999731528,8.09074443532154,805.3002710003057,85,1,1,1
1.5,1.2957038334762834,req_0719,document_qa,89.60441400267882,7.638282687366882,334.2632350031636,32,1,1,1
1.5,1.2957038334762834,req_0712,document_qa,81.2670649975189,7.903952715027814,1606.9592740022927,193,1,1,1
1.5,1.2957038334762834,req_0142,short_interactive,22.932406995096244,7.630430000202837,122.39946299814619,13,1,1,1
1.5,1.2957038334762834,req_0204,short_interactive,14.59040599729633,8.985781335951515,2315.2773850015365,256,1,1,1
1.5,1.2957038334762834,req_0530,coding_request,27.116962999571115,8.695562956794218,4253.358384004969,486,1,1,1
1.5,1.2957038334762834,req_0878,long_context_qa,244.33060799492523,8.006287444408777,388.75235799787333,18,1,1,1
1.5,1.2957038334762834,req_0319,knowledge_qa,22.589109998079948,8.133745634173776,689.8695479976595,82,1,1,1
1.5,1.2957038334762834,req_0451,knowledge_qa,21.78670199646149,7.914558000006115,243.66655099584023,28,1,1,1
1.5,1.2957038334762834,req_0705,document_qa,94.30726100254105,8.100580559985247,499.60549500247,50,1,1,1
1.5,1.2957038334762834,req_0408,knowledge_qa,25.07476000027964,7.812788270863773,400.2941610015114,48,1,1,1
1.5,1.2957038334762834,req_0435,knowledge_qa,14.362401998369023,7.927352367175899,1029.282379997312,128,1,1,1
1.5,1.2957038334762834,req_0974,long_output,23.446057995897718,9.08910987231674,7213.361475995043,791,1,1,1
1.5,1.2957038334762834,req_0240,short_interactive,22.254622999753337,8.156579873975105,993.1002930024988,119,1,1,1
1.5,1.2957038334762834,req_0996,long_output,25.861136004095897,9.461924903092061,4908.492881004349,516,1,1,1
1.5,1.2957038334762834,req_0574,coding_request,32.247226998151746,8.240120994583856,1548.7008260024595,184,1,1,1
1.5,1.2957038334762834,req_0179,short_interactive,29.233506000309717,8.192805511845066,717.6550829972257,84,1,1,1
1.5,1.2957038334762834,req_0367,knowledge_qa,24.660132999997586,8.127457770873056,414.9959500064142,48,1,1,1
1.5,1.2957038334762834,req_0502,coding_request,25.711993999721017,10.310541972489842,3397.6339760047267,327,1,1,1
1.5,1.2957038334762834,req_0616,coding_request,25.471317996561993,9.509148404305279,4894.362255996384,512,1,1,1
1.5,1.2957038334762834,req_0840,long_context_qa,219.03121999639552,8.650842437646133,496.151473998907,32,1,1,1
1.5,1.2957038334762834,req_0835,long_context_qa,250.35488799767336,18.23713855547895,578.9061369941919,18,1,0,0
1.5,1.2957038334762834,req_0886,long_context_qa,437.9676379976445,8.444175571120079,556.6137039932073,14,0,1,0
1.5,1.2957038334762834,req_0040,short_interactive,22.44877799967071,8.830684062468208,729.1636980007752,80,1,1,1
1.5,1.2957038334762834,req_0657,document_qa,77.5878990025376,8.062295888925696,222.96837100293487,18,1,1,1
1.5,1.2957038334762834,req_0041,short_interactive,27.611003002675716,8.16167081315403,770.5319420056185,91,1,1,1
1.5,1.2957038334762834,req_0192,short_interactive,26.783966000948567,8.102851097646635,2101.4165529995807,256,1,1,1
1.5,1.2957038334762834,req_0586,coding_request,21.539798006415367,8.181988040121684,2263.606995002192,274,1,1,1
1.5,1.2957038334762834,req_0166,short_interactive,23.122749997128267,8.14917689064032,2109.590048996324,256,1,1,1
1.5,1.2957038334762834,req_0113,short_interactive,24.541880004107952,8.002496172852217,1969.3823750058073,243,1,1,1
1.5,1.2957038334762834,req_0178,short_interactive,21.781224000733346,8.095760904101029,612.9891939999652,73,1,1,1
1.5,1.2957038334762834,req_0818,long_context_qa,198.45915099722333,7.645885666837178,382.19189099618234,24,1,1,1
1.5,1.2957038334762834,req_0148,short_interactive,30.515931997797452,9.978351686579877,699.299889995018,67,1,1,1
1.5,1.2957038334762834,req_0508,coding_request,33.566614001756534,8.869669837973083,1621.5988820040366,179,1,1,1
1.5,1.2957038334762834,req_0007,short_interactive,22.256543998082634,9.550475531834811,471.42123999947216,47,1,1,1
1.5,1.2957038334762834,req_0698,document_qa,95.43491400108906,8.150953051693344,568.4387959991,58,1,1,1
1.5,1.2957038334762834,req_0064,short_interactive,29.267465994053055,8.089389225096966,353.035338994232,40,1,1,1
1.5,1.2957038334762834,req_0084,short_interactive,13.670487998751923,7.7324691000415315,1096.4530870041926,140,1,1,1
1.5,1.2957038334762834,req_0534,coding_request,13.975073998153675,8.17934216666756,2419.0331079953467,294,1,1,1
1.5,1.2957038334762834,req_0918,long_output,22.61117000307422,8.290609021950463,7575.557443000434,911,1,1,1
1.5,1.2957038334762834,req_0466,knowledge_qa,28.60242199676577,7.786929705830784,161.21513200050686,17,1,1,1
1.5,1.2957038334762834,req_0310,knowledge_qa,21.4859669940779,8.151383794527597,616.8076589965494,73,1,1,1
1.5,1.2957038334762834,req_0457,knowledge_qa,24.43641500576632,8.282783377543804,836.5221240019309,98,1,1,1
1.5,1.2957038334762834,req_0984,long_output,28.598812001291662,8.537088452489668,7217.05977399688,842,1,1,1
1.5,1.2957038334762834,req_0938,long_output,29.211884997494053,8.286441782314993,4902.025950999814,588,1,1,1
1.5,1.2957038334762834,req_0371,knowledge_qa,20.85944500140613,8.139636296281996,460.751632002939,54,1,1,1
1.5,1.2957038334762834,req_0422,knowledge_qa,26.842924999073148,8.177511529378107,583.2843160023913,68,1,1,1
1.5,1.2957038334762834,req_0131,short_interactive,22.239673002331983,8.229912383571962,623.2510819972958,73,1,1,1
1.5,1.2957038334762834,req_0531,coding_request,22.03366899630055,9.359881666670036,1791.3381199978176,189,1,1,1
1.5,1.2957038334762834,req_0864,long_context_qa,237.6358600013191,8.405870981080643,683.366056997329,53,1,1,1
1.5,1.2957038334762834,req_0650,coding_request,47.88246499811066,8.639156233111228,4013.4784109977772,459,1,1,1
1.5,1.2957038334762834,req_0444,knowledge_qa,47.271554001781624,8.250343867189258,1103.571034000197,128,1,1,1
1.5,1.2957038334762834,req_0931,long_output,25.92320800613379,8.462621467946846,5306.898080001702,624,1,1,1
1.5,1.2957038334762834,req_0793,document_qa,128.67096999980276,10.020399212159894,459.50099699985003,33,1,1,1
1.5,1.2957038334762834,req_0926,long_output,26.757285006169695,8.78795550466476,967.302319004375,107,1,1,1
1.5,1.2957038334762834,req_0674,document_qa,84.80770599999232,8.232169750044704,282.69301600084873,24,1,1,1
1.5,1.2957038334762834,req_0173,short_interactive,24.878067000827286,6.284872750256909,50.35011500149267,4,1,1,1
1.5,1.2957038334762834,req_0578,coding_request,21.449676001793705,8.188012550017447,840.538276002917,100,1,1,1
1.5,1.2957038334762834,req_0524,coding_request,21.026198999607004,8.393045488681235,1876.1200259978068,221,1,1,1
1.5,1.2957038334762834,req_0743,document_qa,110.73232399940025,8.1619626428749,682.3716549988603,70,1,1,1
2.5,2.1595063891271375,req_0675,document_qa,71.03578600072069,12.525956822274667,634.9053380035912,45,1,1,1
2.5,2.1595063891271375,req_0968,long_output,28.499271000328008,9.742703398302892,5776.885159997619,590,1,1,1
2.5,2.1595063891271375,req_0167,short_interactive,25.84735699929297,10.546650269737185,964.855948004697,89,1,1,1
2.5,2.1595063891271375,req_0846,long_context_qa,225.4532820006716,8.546231472758915,695.7635279977694,55,1,1,1
2.5,2.1595063891271375,req_0446,knowledge_qa,63.92619099642616,8.377978882833759,1136.6835059961886,128,1,1,1
2.5,2.1595063891271375,req_0407,knowledge_qa,21.368294997955672,8.246329064516637,788.7336679996224,93,1,1,1
2.5,2.1595063891271375,req_0162,short_interactive,23.67570200294722,12.39952658825667,867.2182580048684,68,1,1,1
2.5,2.1595063891271375,req_0638,coding_request,27.91717799846083,10.156359735624758,3562.7178639988415,348,1,1,1
2.5,2.1595063891271375,req_0895,long_context_qa,246.21943999954965,9.562237635027552,1556.4731499980553,137,1,1,1
2.5,2.1595063891271375,req_0233,short_interactive,154.09038600046188,9.693078089838991,2635.9528660032083,256,1,1,1
2.5,2.1595063891271375,req_0703,document_qa,154.051964993414,9.065419983741547,1269.2424159977236,123,1,1,1
2.5,2.1595063891271375,req_0356,knowledge_qa,29.648932002601214,8.726403573333906,684.4331859974773,75,1,1,1
2.5,2.1595063891271375,req_0429,knowledge_qa,26.50207000260707,10.675659431542858,1040.9682210010942,95,1,1,1
2.5,2.1595063891271375,req_0855,long_context_qa,229.68589499942027,8.713209531997563,2408.200511999894,250,1,1,1
2.5,2.1595063891271375,req_0099,short_interactive,33.76880600262666,8.618828542978463,2240.5591900023865,256,1,1,1
2.5,2.1595063891271375,req_0175,short_interactive,29.45052900031442,8.549200937981254,1132.7172179953777,129,1,1,1
2.5,2.1595063891271375,req_0093,short_interactive,23.689041001489386,8.59940359259781,952.8195370003232,108,1,1,1
2.5,2.1595063891271375,req_0426,knowledge_qa,29.572202001872938,8.630721857140065,694.434541001101,77,1,1,1
2.5,2.1595063891271375,req_0960,long_output,41.406263000681065,8.785870516754535,8168.593075999524,925,1,1,1
2.5,2.1595063891271375,req_0953,long_output,28.617082003620453,8.78424268775401,8637.395311001455,980,1,1,1
2.5,2.1595063891271375,req_0155,short_interactive,20.706681003503036,9.078233414072656,2345.0423210015288,256,1,1,1
2.5,2.1595063891271375,req_0504,coding_request,25.808336002228316,9.357156949974726,1710.4371539971908,180,1,1,1
2.5,2.1595063891271375,req_0749,document_qa,113.00992999895243,8.312602041769424,312.92950799979735,24,1,1,1
2.5,2.1595063891271375,req_0196,short_interactive,25.65941200009547,8.06944041657213,219.79115199792432,24,1,1,1
2.5,2.1595063891271375,req_0774,document_qa,120.55275400052778,7.926051285591841,231.94479099765886,14,1,1,1
2.5,2.1595063891271375,req_0321,knowledge_qa,23.857215004682075,8.238091499900774,304.1373200030648,34,1,1,1
2.5,2.1595063891271375,req_0318,knowledge_qa,29.67105399875436,8.313757215028188,803.2642229954945,93,1,1,1
2.5,2.1595063891271375,req_0629,coding_request,26.299213997845072,8.782775058605807,4523.41049000097,512,1,1,1
2.5,2.1595063891271375,req_0035,short_interactive,21.288973999617156,8.188037805464571,316.39704199915286,36,1,1,1
2.5,2.1595063891271375,req_0117,short_interactive,23.288304000743665,8.302671033258472,521.6475299966987,60,1,1,1
2.5,2.1595063891271375,req_0205,short_interactive,27.61129200371215,10.376659521685012,505.347307996999,46,1,1,1
2.5,2.1595063891271375,req_0769,document_qa,117.44495099992491,8.41844249202589,648.0568729966762,63,1,1,1
2.5,2.1595063891271375,req_0094,short_interactive,30.069633001403417,7.739789153744753,131.0650000013993,13,1,1,1
2.5,2.1595063891271375,req_0587,coding_request,25.34198600187665,9.50795182543731,3239.329429001373,338,1,1,1
2.5,2.1595063891271375,req_0748,document_qa,110.54618100024527,9.800737029389197,2110.0836990008247,204,1,1,1
2.5,2.1595063891271375,req_0218,short_interactive,23.928616996272467,9.525042941419315,2462.977792994934,256,1,1,1
2.5,2.1595063891271375,req_0967,long_output,27.487809005833697,8.892505177136627,6252.67542200163,700,1,1,1
2.5,2.1595063891271375,req_0399,knowledge_qa,23.780554998666048,10.422017335940836,1358.17692099954,128,1,1,1
2.5,2.1595063891271375,req_0891,long_context_qa,248.37176599976374,8.92403770590403,855.5721279990394,68,1,1,1
2.5,2.1595063891271375,req_0081,short_interactive,29.988590998982545,8.541174550771302,2216.947615001118,256,1,1,1
2.5,2.1595063891271375,req_0632,coding_request,34.49693299626233,8.435757542969213,4353.924131995882,512,1,1,1
2.5,2.1595063891271375,req_0370,knowledge_qa,28.842826999607496,8.480380953187705,571.7987720054225,64,1,1,1
2.5,2.1595063891271375,req_0260,short_interactive,21.204201999353245,8.363086226916707,1016.7479900046601,119,1,1,1
2.5,2.1595063891271375,req_0346,knowledge_qa,26.736923995485995,8.344131260182769,1053.341824997915,123,1,1,1
2.5,2.1595063891271375,req_0596,coding_request,27.380357001675293,8.319915865379302,1325.4515849985182,156,1,1,1
2.5,2.1595063891271375,req_0056,short_interactive,22.654929998680018,7.986788600101136,182.71548899792833,20,1,1,1
2.5,2.1595063891271375,req_0323,knowledge_qa,27.23796499776654,8.309937195349448,1091.159941002843,128,1,1,1
2.5,2.1595063891271375,req_0238,short_interactive,21.965316002024338,8.377786454984744,1697.7835520010558,200,1,1,1
2.5,2.1595063891271375,req_0359,knowledge_qa,22.924996999790892,8.348175317363571,891.5450890053762,104,1,1,1
2.5,2.1595063891271375,req_0032,short_interactive,22.202321997610852,8.62486102343496,2230.478210003639,256,1,1,1
2.5,2.1595063891271375,req_0630,coding_request,22.823883999080863,9.014344390941263,4404.224496996903,486,1,1,1
2.5,2.1595063891271375,req_0904,long_output,28.639841999392956,9.169568849858441,3632.4743939985638,393,1,1,1
2.5,2.1595063891271375,req_0690,document_qa,87.78307600005064,8.368911383825829,916.6220689949114,99,1,1,1
2.5,2.1595063891271375,req_0833,long_context_qa,211.8927999981679,8.47156547831179,407.1036629975424,23,1,1,1
2.5,2.1595063891271375,req_0092,short_interactive,102.32311100116931,8.627786046872643,2311.3173749952693,256,1,1,1
2.5,2.1595063891271375,req_0326,knowledge_qa,29.295775995706208,8.29200495314808,1091.1249389973818,128,1,1,1
2.5,2.1595063891271375,req_0208,short_interactive,23.932996999064926,10.419290191407526,2691.6898239942384,256,1,1,1
2.5,2.1595063891271375,req_0710,document_qa,94.54648400424048,11.316336120921,1498.0002580050495,124,1,1,1
2.5,2.1595063891271375,req_0717,document_qa,102.44918399985181,8.297277044362595,476.07675600011135,45,1,1,1
2.5,2.1595063891271375,req_0857,long_context_qa,223.8335240035667,10.79705097359501,1044.6477930017863,76,1,1,1
2.5,2.1595063891271375,req_0773,document_qa,125.79291799920611,9.450433694120662,929.4812099979026,85,1,1,1
2.5,2.1595063891271375,req_0719,document_qa,106.28786199958995,10.266731343790525,435.1333209997392,32,1,1,1
2.5,2.1595063891271375,req_0712,document_qa,91.3446880003903,7.9302856684080325,1622.1317770032329,193,1,1,1
2.5,2.1595063891271375,req_0142,short_interactive,28.677542999503203,7.641971307748463,128.30511599895544,13,1,1,1
2.5,2.1595063891271375,req_0204,short_interactive,14.280869007052388,9.3565107636863,2232.094616003451,237,1,1,1
2.5,2.1595063891271375,req_0530,coding_request,24.440777000563685,8.81045418749693,4535.626106000564,512,1,1,1
2.5,2.1595063891271375,req_0878,long_context_qa,243.8276329994551,8.171051000115565,391.2713379977504,18,1,1,1
2.5,2.1595063891271375,req_0319,knowledge_qa,28.90595800272422,8.187306341402824,700.5572140042204,82,1,1,1
2.5,2.1595063891271375,req_0451,knowledge_qa,22.68447100505,7.9812685713217695,246.45318699913332,28,1,1,1
2.5,2.1595063891271375,req_0705,document_qa,89.04235900263302,8.218713138418165,623.5402679958497,65,1,1,1
2.5,2.1595063891271375,req_0408,knowledge_qa,25.63800200005062,8.15836148157595,466.4545870036818,54,1,1,1
2.5,2.1595063891271375,req_0435,knowledge_qa,24.531608003599104,8.22404692183909,1077.6384019991383,128,1,1,1
2.5,2.1595063891271375,req_0974,long_output,21.35190399712883,9.16332838867362,9404.835308996553,1024,1,1,1
2.5,2.1595063891271375,req_0240,short_interactive,26.25697300391039,8.280758394949244,1012.0678009989206,119,1,1,1
2.5,2.1595063891271375,req_0996,long_output,29.742575003183447,9.967603040004178,4017.055137002899,400,1,1,1
2.5,2.1595063891271375,req_0574,coding_request,36.572392004018184,8.281318773668701,1610.3585560049396,190,1,1,1
2.5,2.1595063891271375,req_0179,short_interactive,28.577189004863612,8.205973857132319,718.1235180032672,84,1,1,1
2.5,2.1595063891271375,req_0367,knowledge_qa,24.26747199933743,11.990348395859959,600.0284600013401,48,1,1,1
2.5,2.1595063891271375,req_0502,coding_request,23.08176700171316,10.1541807753439,3729.583555003046,365,1,1,1
2.5,2.1595063891271375,req_0616,coding_request,27.226584003074095,9.675187476560154,4981.189297999663,512,1,1,1
2.5,2.1595063891271375,req_0840,long_context_qa,223.53115100122523,8.620871468792757,499.7441750019789,32,1,1,1
2.5,2.1595063891271375,req_0835,long_context_qa,247.14699099422432,18.16598333365012,574.5348689961247,18,1,0,0
2.5,2.1595063891271375,req_0886,long_context_qa,434.4531340029789,8.411650071398721,552.583903001505,14,0,1,0
2.5,2.1595063891271375,req_0040,short_interactive,27.467477004393004,9.003937462512113,748.0270990054123,80,1,1,1
2.5,2.1595063891271375,req_0657,document_qa,76.73916799831204,8.090314833680168,222.95727799792076,18,1,1,1
2.5,2.1595063891271375,req_0041,short_interactive,24.194002005970106,8.277694571406355,777.8590960006113,91,1,1,1
2.5,2.1595063891271375,req_0192,short_interactive,29.37487600138411,8.413153296885412,2183.4921370027587,256,1,1,1
2.5,2.1595063891271375,req_0586,coding_request,22.5701890012715,8.440239270073047,2335.4543239984196,274,1,1,1
2.5,2.1595063891271375,req_0166,short_interactive,30.05252900038613,8.413712996087952,2184.2737020051572,256,1,1,1
2.5,2.1595063891271375,req_0113,short_interactive,27.36331699998118,9.200684536601951,1913.775072003773,205,1,1,1
2.5,2.1595063891271375,req_0178,short_interactive,24.219521998020355,8.287697465737885,629.4406209999579,73,1,1,1
2.5,2.1595063891271375,req_0818,long_context_qa,205.11966600315645,8.164997875004095,401.30345900251996,24,1,1,1
2.5,2.1595063891271375,req_0148,short_interactive,14.535925001837313,7.6782895074444895,529.2013060025056,67,1,1,1
2.5,2.1595063891271375,req_0508,coding_request,14.235843998903874,8.335482681546667,1506.53161900118,179,1,1,1
2.5,2.1595063891271375,req_0007,short_interactive,22.6170509995427,9.561552106498176,472.4158980025095,47,1,1,1
2.5,2.1595063891271375,req_0698,document_qa,92.74802699655993,8.21327853454618,569.3913079958293,58,1,1,1
2.5,2.1595063891271375,req_0064,short_interactive,22.732773002644535,8.164348324862658,349.58570200251415,40,1,1,1
2.5,2.1595063891271375,req_0084,short_interactive,14.146542001981288,7.738165378603818,1097.7131300023757,140,1,1,1
2.5,2.1595063891271375,req_0534,coding_request,15.032505994895473,8.25262729591907,2441.6242269944632,294,1,1,1
2.5,2.1595063891271375,req_0918,long_output,28.678274000412785,8.909795211913263,9152.62965799775,1024,1,1,1
2.5,2.1595063891271375,req_0466,knowledge_qa,21.924385000602342,7.771478294350398,154.32737200171687,17,1,1,1
2.5,2.1595063891271375,req_0310,knowledge_qa,23.432615998899564,8.122429506827707,616.7245679971529,73,1,1,1
2.5,2.1595063891271375,req_0457,knowledge_qa,25.417327000468504,8.325447071428597,841.6352269996423,98,1,1,1
2.5,2.1595063891271375,req_0984,long_output,24.58714000385953,8.9478292861358,9187.508976006939,1024,1,1,1
2.5,2.1595063891271375,req_0938,long_output,29.34325700334739,8.861399035932898,4469.097828005033,501,1,1,1
2.5,2.1595063891271375,req_0371,knowledge_qa,24.665240998729132,8.242703407395984,470.23092399467714,54,1,1,1
2.5,2.1595063891271375,req_0422,knowledge_qa,28.342247002001386,8.224763500038534,587.9156610026257,68,1,1,1
2.5,2.1595063891271375,req_0131,short_interactive,21.2065910018282,8.2468311780783,623.5250630052178,73,1,1,1
2.5,2.1595063891271375,req_0531,coding_request,29.05774200189626,10.285172000002051,2076.140076002048,199,1,1,1
2.5,2.1595063891271375,req_0864,long_context_qa,238.67309400520753,9.635003547064459,749.8230519995559,53,1,1,1
2.5,2.1595063891271375,req_0650,coding_request,60.116954999102745,9.063253213151842,4610.086291999323,502,1,1,1
2.5,2.1595063891271375,req_0444,knowledge_qa,61.15882700396469,9.822071671862886,1318.6197059985716,128,1,1,1
2.5,2.1595063891271375,req_0931,long_output,34.114845999283716,8.614507371777929,7055.1749389996985,815,1,1,1
2.5,2.1595063891271375,req_0793,document_qa,134.11811299738474,10.13079621219676,468.78179499617545,33,1,1,1
2.5,2.1595063891271375,req_0926,long_output,30.062213001656346,8.934130571430744,1030.945653001254,112,1,1,1
2.5,2.1595063891271375,req_0674,document_qa,83.43034100107616,8.211106500008706,280.89242600253783,24,1,1,1
2.5,2.1595063891271375,req_0173,short_interactive,25.777906004805118,6.4051007484522415,51.85289800283499,4,1,1,1
2.5,2.1595063891271375,req_0578,coding_request,28.44037899922114,8.392993480010773,867.993372005003,100,1,1,1
2.5,2.1595063891271375,req_0524,coding_request,24.070130995824,8.866694369290558,2161.1776189965894,241,1,1,1
2.5,2.1595063891271375,req_0743,document_qa,107.50262100191321,8.665626891875569,1069.6863630000735,111,1,1,1
3.5,3.0233089447779924,req_0675,document_qa,70.88759399630362,12.678137644413962,641.7941359977704,45,1,1,1
3.5,3.0233089447779924,req_0968,long_output,30.144994001602754,10.177504406705381,4885.075590995257,477,1,1,1
3.5,3.0233089447779924,req_0167,short_interactive,25.712463997479063,10.535917247222407,963.733646000037,89,1,1,1
3.5,3.0233089447779924,req_0846,long_context_qa,229.14598899660632,8.581488923086093,564.2080749967135,39,1,1,1
3.5,3.0233089447779924,req_0446,knowledge_qa,109.57496199989691,8.38997420311216,1183.848759996181,128,1,1,1
3.5,3.0233089447779924,req_0407,knowledge_qa,21.30646400473779,11.364289720433824,1078.6588470000424,93,1,1,1
3.5,3.0233089447779924,req_0162,short_interactive,23.776465000992175,12.631963088257608,883.1342429984943,68,1,1,1
3.5,3.0233089447779924,req_0638,coding_request,28.211575001478195,10.03046496162329,4211.23426000122,417,1,1,1
3.5,3.0233089447779924,req_0895,long_context_qa,250.72368899418507,11.091589181114255,1659.6124499992584,127,1,1,1
3.5,3.0233089447779924,req_0233,short_interactive,199.85483199707232,9.777935773456647,2703.3716469959472,256,1,1,1
3.5,3.0233089447779924,req_0703,document_qa,199.6902989994851,10.618124756125859,1506.0339499978,123,1,1,1
3.5,3.0233089447779924,req_0356,knowledge_qa,30.822437998722307,11.538743040000554,896.4390809996985,75,1,1,1
3.5,3.0233089447779924,req_0429,knowledge_qa,27.94464700127719,10.94723023155606,1068.216655003198,95,1,1,1
3.5,3.0233089447779924,req_0855,long_context_qa,226.43237499869429,8.972532897327515,2236.8460659999982,224,1,1,1
3.5,3.0233089447779924,req_0099,short_interactive,25.448188003792893,8.81593654295898,2282.629869005177,256,1,1,1
3.5,3.0233089447779924,req_0175,short_interactive,30.50416100450093,8.882794599949627,963.6850940005388,105,1,1,1
